JUL21MAT00005.spu,JUL21MAT00004.spu,JUL21MAT00003.spu,
Wavelength,JUL21MAT00007.spu,JUL21MAT00008.spu,JUL21MAT00009.spu,JUL21MAT00010.spu,JUL21MAT00011.spu,JUL21MAT00012.spu,JUL21MAT00013.spu,JUL21MAT00014.spu,JUL21MAT00015.spu,JUL21MAT00016.spu,JUL21MAT00017.spu,JUL21MAT00018.spu,JUL21MAT00019.spu,JUL21MAT00020.spu,JUL21MAT00021.spu,JUL21MAT00022.spu,JUL21MAT00023.spu,JUL21MAT00024.spu,JUL21MAT00025.spu,JUL21MAT00026.spu,JUL21MAT00027.spu,JUL21MAT00028.spu,JUL21MAT00029.spu,JUL21MAT00030.spu,JUL21MAT00031.spu,JUL21MAT00032.spu,JUL21MAT00033.spu,JUL21MAT00034.spu,JUL21MAT00035.spu,JUL21MAT00036.spu,JUL21MAT00037.spu,JUL21MAT00038.spu,JUL21MAT00039.spu,JUL21MAT00040.spu,JUL21MAT00041.spu,JUL21MAT00042.spu,JUL21MAT00043.spu,JUL21MAT00044.spu,JUL21MAT00045.spu,JUL21MAT00046.spu,JUL21MAT00047.spu,JUL21MAT00048.spu,JUL21MAT00049.spu,JUL21MAT00050.spu,JUL21MAT00051.spu,JUL21MAT00052.spu,JUL21MAT00053.spu,JUL21MAT00054.spu,JUL21MAT00055.spu,JUL21MAT00056.spu,JUL21MAT00057.spu,JUL21MAT00058.spu,JUL21MAT00059.spu,JUL21MAT00060.spu,JUL21MAT00061.spu,JUL21MAT00062.spu,JUL21MAT00063.spu,JUL21MAT00064.spu,JUL21MAT00065.spu,JUL21MAT00066.spu,JUL21MAT00067.spu,JUL21MAT00068.spu,JUL21MAT00069.spu,JUL21MAT00070.spu,JUL21MAT00071.spu,JUL21MAT00072.spu,JUL21MAT00073.spu,JUL21MAT00074.spu,JUL21MAT00075.spu,JUL21MAT00076.spu,JUL21MAT00077.spu,JUL21MAT00078.spu,JUL21MAT00079.spu,JUL21MAT00080.spu,JUL21MAT00081.spu,JUL21MAT00082.spu,JUL21MAT00083.spu,JUL21MAT00084.spu,JUL21MAT00085.spu
 905 , 0.447795 , 0.427395 , 0.339205 , 0.258872 , 0.33594 , 0.436792 , 0.399507 , 0.350434 , 0.33971 , 0.261304 , 0.218684 , 0.336011 , 0.408232 , 0.526421 , 0.282448 , 0.326549 , 0.255862 , 0.315629 , 0.46082 , 0.510071 , 0.365576 , 0.404045 , 0.17243 , 0.31419 , 0.455943 , 0.317621 , 0.469122 , 0.410415 , 0.433509 , 0.330944 , 0.3388 , 0.348453 , 0.265432 , 0.310074 , 0.377519 , 0.427032 , 0.171883 , 0.145702 , 0.253156 , 0.354645 , 0.476033 , 0.433818 , 0.273735 , 0.291411 , 0.327238 , 0.453921 , 0.460707 , 0.364309 , 0.302425 , 0.392322 , 0.276351 , 0.314481 , 0.405704 , 0.292214 , 0.345135 , 0.33886 , 0.458994 , 0.401083 , 0.441092 , 0.317044 , 0.315391 , 0.30914 , 0.163878 , 0.368675 , 0.286236 , 0.475611 , 0.278778 , 0.22073 , 0.543883 , 0.516536 , 0.346806 , 0.427823 , 0.37715 , 0.301854 , 0.303662 , 0.347632 , 0.260049 , 0.365005 , 0.390472 
 906 , 0.448082 , 0.427508 , 0.339015 , 0.259116 , 0.336474 , 0.437256 , 0.399863 , 0.350638 , 0.339777 , 0.261598 , 0.218973 , 0.336349 , 0.408713 , 0.526797 , 0.282339 , 0.326814 , 0.255885 , 0.316161 , 0.461021 , 0.510275 , 0.365749 , 0.40416 , 0.17226 , 0.314304 , 0.456194 , 0.317619 , 0.469109 , 0.410725 , 0.434007 , 0.330992 , 0.338628 , 0.348621 , 0.265472 , 0.310365 , 0.377295 , 0.42705 , 0.172087 , 0.1458 , 0.253242 , 0.354781 , 0.47612 , 0.433834 , 0.273912 , 0.291534 , 0.327297 , 0.454176 , 0.461146 , 0.364535 , 0.302431 , 0.392513 , 0.276358 , 0.314769 , 0.405713 , 0.292141 , 0.345127 , 0.338944 , 0.459426 , 0.401143 , 0.440869 , 0.317578 , 0.315727 , 0.309406 , 0.164107 , 0.368606 , 0.286237 , 0.475798 , 0.278958 , 0.220741 , 0.544193 , 0.517316 , 0.346925 , 0.427788 , 0.377271 , 0.301937 , 0.304014 , 0.34802 , 0.260062 , 0.365416 , 0.390698 
 907 , 0.448446 , 0.427805 , 0.33914 , 0.259335 , 0.336875 , 0.43728 , 0.400121 , 0.351123 , 0.339634 , 0.261802 , 0.219108 , 0.336566 , 0.409166 , 0.526869 , 0.282586 , 0.327175 , 0.25604 , 0.316574 , 0.461162 , 0.510429 , 0.365912 , 0.4044 , 0.17226 , 0.314381 , 0.456365 , 0.317462 , 0.469427 , 0.410561 , 0.434133 , 0.331179 , 0.338288 , 0.348727 , 0.265711 , 0.310508 , 0.37693 , 0.426792 , 0.171909 , 0.145935 , 0.25362 , 0.354763 , 0.475928 , 0.433824 , 0.273576 , 0.291756 , 0.327258 , 0.454137 , 0.461281 , 0.364679 , 0.302404 , 0.392494 , 0.276311 , 0.314655 , 0.405794 , 0.292155 , 0.345295 , 0.339181 , 0.459714 , 0.40151 , 0.440468 , 0.317873 , 0.316145 , 0.309632 , 0.164091 , 0.368653 , 0.28622 , 0.475993 , 0.279064 , 0.221026 , 0.544256 , 0.517496 , 0.347053 , 0.427841 , 0.377198 , 0.30222 , 0.30424 , 0.348084 , 0.260175 , 0.365716 , 0.390689 
 908 , 0.448301 , 0.428037 , 0.33933 , 0.259547 , 0.337297 , 0.437302 , 0.400442 , 0.351378 , 0.339676 , 0.261896 , 0.219199 , 0.336546 , 0.409163 , 0.526748 , 0.282821 , 0.327413 , 0.256423 , 0.316843 , 0.461225 , 0.510795 , 0.366097 , 0.404776 , 0.17236 , 0.31453 , 0.456432 , 0.317582 , 0.469846 , 0.410689 , 0.434386 , 0.331502 , 0.338352 , 0.348868 , 0.265783 , 0.310345 , 0.376595 , 0.426404 , 0.171728 , 0.145998 , 0.253794 , 0.354991 , 0.475861 , 0.434023 , 0.273407 , 0.291721 , 0.327431 , 0.454375 , 0.461213 , 0.364815 , 0.3025 , 0.392334 , 0.276138 , 0.314566 , 0.405712 , 0.29224 , 0.345554 , 0.339402 , 0.459949 , 0.402075 , 0.440622 , 0.318137 , 0.316313 , 0.309808 , 0.164109 , 0.36881 , 0.2861 , 0.476308 , 0.279005 , 0.221369 , 0.54415 , 0.517526 , 0.347187 , 0.427954 , 0.377263 , 0.302321 , 0.30436 , 0.348004 , 0.260381 , 0.365716 , 0.390498 
 909 , 0.448153 , 0.428279 , 0.339529 , 0.259767 , 0.337734 , 0.437327 , 0.400777 , 0.351631 , 0.339714 , 0.261998 , 0.219299 , 0.336529 , 0.409157 , 0.526626 , 0.28307 , 0.32766 , 0.256815 , 0.317115 , 0.461292 , 0.511184 , 0.366291 , 0.405167 , 0.17246 , 0.314687 , 0.456503 , 0.317711 , 0.47028 , 0.410827 , 0.434655 , 0.331841 , 0.33842 , 0.349012 , 0.265851 , 0.310172 , 0.376258 , 0.426001 , 0.171536 , 0.146062 , 0.253976 , 0.355233 , 0.475803 , 0.434232 , 0.273235 , 0.291689 , 0.327612 , 0.45463 , 0.461137 , 0.364955 , 0.302597 , 0.392171 , 0.275961 , 0.314467 , 0.405626 , 0.292327 , 0.345821 , 0.339636 , 0.460189 , 0.402668 , 0.440787 , 0.318403 , 0.316483 , 0.309993 , 0.164122 , 0.368975 , 0.285975 , 0.476638 , 0.278937 , 0.22172 , 0.544048 , 0.517548 , 0.347324 , 0.42807 , 0.377331 , 0.302419 , 0.304476 , 0.347921 , 0.260596 , 0.365713 , 0.390298 
 910 , 0.448251 , 0.428311 , 0.339546 , 0.259793 , 0.338148 , 0.437585 , 0.401043 , 0.351681 , 0.339873 , 0.262161 , 0.219599 , 0.33675 , 0.409252 , 0.526606 , 0.283219 , 0.327899 , 0.256986 , 0.317334 , 0.461451 , 0.511562 , 0.366559 , 0.405534 , 0.172611 , 0.3148 , 0.456811 , 0.317893 , 0.470612 , 0.41112 , 0.434992 , 0.332366 , 0.338476 , 0.349124 , 0.265837 , 0.310154 , 0.376225 , 0.425849 , 0.171457 , 0.146151 , 0.253993 , 0.355441 , 0.476097 , 0.434546 , 0.273255 , 0.291624 , 0.327798 , 0.454908 , 0.46116 , 0.365012 , 0.30273 , 0.392072 , 0.275849 , 0.314532 , 0.405606 , 0.292475 , 0.346024 , 0.339814 , 0.460422 , 0.402982 , 0.441047 , 0.318613 , 0.316698 , 0.310202 , 0.164556 , 0.36898 , 0.285866 , 0.477001 , 0.278793 , 0.221931 , 0.54422 , 0.517832 , 0.34763 , 0.428204 , 0.377665 , 0.302326 , 0.30464 , 0.347964 , 0.26084 , 0.365756 , 0.390187 
 911 , 0.448574 , 0.428353 , 0.339655 , 0.259688 , 0.338448 , 0.437893 , 0.401202 , 0.351703 , 0.340047 , 0.262291 , 0.220108 , 0.337325 , 0.409422 , 0.526829 , 0.283332 , 0.328183 , 0.256865 , 0.317497 , 0.461799 , 0.511673 , 0.36696 , 0.405803 , 0.172743 , 0.314887 , 0.457549 , 0.317942 , 0.470964 , 0.411324 , 0.43501 , 0.332742 , 0.338591 , 0.349284 , 0.265792 , 0.310388 , 0.376476 , 0.425898 , 0.171429 , 0.146388 , 0.254071 , 0.355453 , 0.4767 , 0.43466 , 0.273245 , 0.291558 , 0.32775 , 0.455052 , 0.461377 , 0.365035 , 0.302839 , 0.392168 , 0.275861 , 0.314626 , 0.405767 , 0.29267 , 0.346044 , 0.339756 , 0.460753 , 0.403247 , 0.441215 , 0.318899 , 0.317015 , 0.310346 , 0.165117 , 0.368856 , 0.285894 , 0.477294 , 0.278726 , 0.221999 , 0.544738 , 0.518347 , 0.348018 , 0.428318 , 0.378176 , 0.302156 , 0.304973 , 0.348142 , 0.261007 , 0.365914 , 0.390248 
 912 , 0.448947 , 0.428438 , 0.339845 , 0.259568 , 0.338703 , 0.438181 , 0.401326 , 0.35176 , 0.340196 , 0.262394 , 0.220685 , 0.338019 , 0.409618 , 0.527149 , 0.283456 , 0.328496 , 0.256648 , 0.317647 , 0.462218 , 0.511659 , 0.367421 , 0.406043 , 0.172849 , 0.314964 , 0.458453 , 0.31792 , 0.471348 , 0.41145 , 0.434856 , 0.332999 , 0.338739 , 0.349475 , 0.265748 , 0.310723 , 0.376796 , 0.425993 , 0.171404 , 0.146689 , 0.254209 , 0.355382 , 0.47738 , 0.434666 , 0.273178 , 0.291504 , 0.327586 , 0.455128 , 0.461677 , 0.365054 , 0.302937 , 0.392344 , 0.27592 , 0.314708 , 0.406001 , 0.29289 , 0.34599 , 0.339595 , 0.461141 , 0.403545 , 0.441322 , 0.319241 , 0.317385 , 0.310461 , 0.165664 , 0.368712 , 0.285972 , 0.477552 , 0.278721 , 0.222029 , 0.545368 , 0.518922 , 0.348423 , 0.428414 , 0.378723 , 0.301991 , 0.305381 , 0.348363 , 0.261139 , 0.36613 , 0.390375 
 913 , 0.449134 , 0.428554 , 0.340058 , 0.259523 , 0.338918 , 0.438547 , 0.401452 , 0.35178 , 0.340314 , 0.262446 , 0.221288 , 0.338496 , 0.40974 , 0.527453 , 0.283584 , 0.328711 , 0.256517 , 0.317857 , 0.462566 , 0.511579 , 0.367749 , 0.406288 , 0.17297 , 0.314976 , 0.459281 , 0.317905 , 0.471733 , 0.411587 , 0.434697 , 0.333114 , 0.3389 , 0.349617 , 0.265637 , 0.310966 , 0.377017 , 0.426095 , 0.171396 , 0.147002 , 0.25442 , 0.355321 , 0.477953 , 0.434537 , 0.273152 , 0.291474 , 0.327505 , 0.455306 , 0.461984 , 0.365165 , 0.302898 , 0.392529 , 0.275962 , 0.314762 , 0.4063 , 0.293084 , 0.345964 , 0.339322 , 0.461527 , 0.403882 , 0.44147 , 0.319622 , 0.317536 , 0.310556 , 0.166286 , 0.368539 , 0.285984 , 0.477787 , 0.278766 , 0.221989 , 0.545989 , 0.519367 , 0.348744 , 0.428406 , 0.379251 , 0.301823 , 0.305732 , 0.34853 , 0.261205 , 0.36624 , 0.390521 
 914 , 0.44899 , 0.428775 , 0.340282 , 0.259677 , 0.339109 , 0.43907 , 0.401668 , 0.351886 , 0.340466 , 0.262492 , 0.221932 , 0.338546 , 0.4099 , 0.527663 , 0.283816 , 0.328797 , 0.256696 , 0.318278 , 0.462811 , 0.511638 , 0.367929 , 0.406658 , 0.17317 , 0.314947 , 0.459877 , 0.317993 , 0.472068 , 0.411873 , 0.434826 , 0.333123 , 0.339073 , 0.349741 , 0.265485 , 0.311053 , 0.377139 , 0.426286 , 0.171457 , 0.147295 , 0.254776 , 0.355466 , 0.478344 , 0.434423 , 0.273308 , 0.291585 , 0.327778 , 0.455764 , 0.46242 , 0.365446 , 0.302685 , 0.392731 , 0.275945 , 0.314811 , 0.4067 , 0.293322 , 0.34615 , 0.339085 , 0.462023 , 0.404169 , 0.441802 , 0.320073 , 0.317401 , 0.310721 , 0.167107 , 0.368379 , 0.285931 , 0.477988 , 0.278938 , 0.221908 , 0.546533 , 0.51974 , 0.349024 , 0.428355 , 0.379723 , 0.301654 , 0.306016 , 0.348722 , 0.261283 , 0.366347 , 0.390734 
 915 , 0.448841 , 0.429084 , 0.340469 , 0.259923 , 0.339378 , 0.439651 , 0.40206 , 0.352217 , 0.340742 , 0.26267 , 0.222611 , 0.338553 , 0.41033 , 0.527773 , 0.284225 , 0.328948 , 0.257153 , 0.318885 , 0.46311 , 0.512122 , 0.36823 , 0.407227 , 0.17348 , 0.315035 , 0.460357 , 0.318227 , 0.472347 , 0.412413 , 0.435444 , 0.333385 , 0.339247 , 0.349992 , 0.265453 , 0.311125 , 0.377361 , 0.426652 , 0.171581 , 0.147559 , 0.255177 , 0.355931 , 0.478737 , 0.434721 , 0.273646 , 0.291872 , 0.328408 , 0.456429 , 0.463074 , 0.365809 , 0.30257 , 0.392976 , 0.275913 , 0.314952 , 0.407126 , 0.293735 , 0.346657 , 0.339247 , 0.462712 , 0.404296 , 0.442333 , 0.320541 , 0.317396 , 0.311042 , 0.168075 , 0.368325 , 0.285957 , 0.478245 , 0.279182 , 0.22197 , 0.547014 , 0.520393 , 0.349487 , 0.428532 , 0.380202 , 0.301514 , 0.306373 , 0.349114 , 0.261543 , 0.36677 , 0.39106 
 916 , 0.448697 , 0.429392 , 0.340654 , 0.260185 , 0.339644 , 0.440238 , 0.402472 , 0.352558 , 0.341022 , 0.262858 , 0.223267 , 0.338575 , 0.410752 , 0.527889 , 0.28464 , 0.329101 , 0.257607 , 0.319472 , 0.463399 , 0.512629 , 0.368542 , 0.40777 , 0.173751 , 0.31513 , 0.460838 , 0.318462 , 0.472629 , 0.412932 , 0.436075 , 0.333651 , 0.339436 , 0.350253 , 0.265436 , 0.311198 , 0.377559 , 0.427022 , 0.171702 , 0.147811 , 0.255546 , 0.356407 , 0.479134 , 0.435029 , 0.27396 , 0.292118 , 0.329029 , 0.457084 , 0.463743 , 0.366143 , 0.302454 , 0.393229 , 0.275878 , 0.315088 , 0.407545 , 0.29415 , 0.347164 , 0.339419 , 0.463405 , 0.404408 , 0.44281 , 0.321022 , 0.317423 , 0.311346 , 0.168922 , 0.368275 , 0.285958 , 0.478492 , 0.279401 , 0.222044 , 0.547462 , 0.521046 , 0.349944 , 0.428721 , 0.380654 , 0.301379 , 0.306725 , 0.349528 , 0.261806 , 0.3672 , 0.391394 
 917 , 0.448669 , 0.429661 , 0.340796 , 0.260554 , 0.339962 , 0.440879 , 0.4031 , 0.352936 , 0.34126 , 0.263143 , 0.223495 , 0.338861 , 0.411033 , 0.528184 , 0.285008 , 0.329286 , 0.257971 , 0.319776 , 0.46347 , 0.513247 , 0.36888 , 0.40801 , 0.173492 , 0.315229 , 0.461256 , 0.318579 , 0.473075 , 0.413217 , 0.436683 , 0.333904 , 0.33982 , 0.350603 , 0.265589 , 0.31123 , 0.377456 , 0.427429 , 0.171755 , 0.14786 , 0.255591 , 0.356894 , 0.479491 , 0.435362 , 0.274004 , 0.291882 , 0.329351 , 0.457614 , 0.464392 , 0.366124 , 0.302368 , 0.393572 , 0.275909 , 0.315122 , 0.407748 , 0.294494 , 0.347527 , 0.339701 , 0.464041 , 0.404469 , 0.442611 , 0.321537 , 0.31783 , 0.311414 , 0.168214 , 0.368303 , 0.285657 , 0.478616 , 0.279229 , 0.222287 , 0.54749 , 0.52159 , 0.350264 , 0.429042 , 0.380788 , 0.301327 , 0.307064 , 0.35005 , 0.262054 , 0.367618 , 0.39184 
 918 , 0.449029 , 0.429988 , 0.341108 , 0.26084 , 0.340482 , 0.441858 , 0.403853 , 0.35302 , 0.34156 , 0.263335 , 0.223657 , 0.339107 , 0.411239 , 0.528982 , 0.285271 , 0.329488 , 0.258029 , 0.319857 , 0.463568 , 0.513377 , 0.369119 , 0.408172 , 0.173222 , 0.315164 , 0.461656 , 0.318725 , 0.474068 , 0.413371 , 0.437046 , 0.334133 , 0.340387 , 0.350941 , 0.265789 , 0.311364 , 0.377409 , 0.428017 , 0.171799 , 0.147898 , 0.255795 , 0.357177 , 0.479661 , 0.43561 , 0.273961 , 0.291638 , 0.329601 , 0.458148 , 0.464675 , 0.366147 , 0.302245 , 0.394068 , 0.276254 , 0.315223 , 0.408064 , 0.294729 , 0.347713 , 0.339833 , 0.464795 , 0.405152 , 0.442674 , 0.322079 , 0.318314 , 0.311572 , 0.167457 , 0.368493 , 0.285479 , 0.479005 , 0.279119 , 0.222591 , 0.547969 , 0.522168 , 0.350643 , 0.429279 , 0.381286 , 0.301447 , 0.307439 , 0.350453 , 0.262311 , 0.367909 , 0.392239 
 919 , 0.449401 , 0.430315 , 0.341425 , 0.261135 , 0.341007 , 0.442851 , 0.404619 , 0.353107 , 0.341872 , 0.263525 , 0.223821 , 0.339356 , 0.41145 , 0.529792 , 0.285532 , 0.3297 , 0.258089 , 0.319942 , 0.463665 , 0.513514 , 0.369368 , 0.408333 , 0.172942 , 0.315096 , 0.462062 , 0.318864 , 0.47508 , 0.413524 , 0.437414 , 0.334373 , 0.340966 , 0.351277 , 0.265993 , 0.311502 , 0.377361 , 0.428611 , 0.171845 , 0.147931 , 0.256003 , 0.357471 , 0.479836 , 0.435859 , 0.273915 , 0.291391 , 0.329861 , 0.458688 , 0.464964 , 0.366173 , 0.302114 , 0.394569 , 0.276609 , 0.315329 , 0.408386 , 0.294961 , 0.347904 , 0.339964 , 0.465561 , 0.405853 , 0.442743 , 0.322631 , 0.318804 , 0.311735 , 0.166689 , 0.368682 , 0.285293 , 0.479407 , 0.279011 , 0.222898 , 0.548461 , 0.522759 , 0.351033 , 0.429523 , 0.381796 , 0.301572 , 0.307825 , 0.350872 , 0.262577 , 0.368212 , 0.392656 
 920 , 0.449588 , 0.430593 , 0.341621 , 0.261106 , 0.341423 , 0.443537 , 0.405006 , 0.353152 , 0.342 , 0.263434 , 0.223928 , 0.339612 , 0.411676 , 0.530386 , 0.285707 , 0.32994 , 0.258014 , 0.320094 , 0.463735 , 0.513514 , 0.369536 , 0.408513 , 0.172741 , 0.315041 , 0.462496 , 0.318987 , 0.475933 , 0.413613 , 0.437528 , 0.334578 , 0.341369 , 0.35148 , 0.265984 , 0.311679 , 0.377392 , 0.428975 , 0.171701 , 0.147804 , 0.256114 , 0.357392 , 0.480006 , 0.436097 , 0.273948 , 0.291403 , 0.330109 , 0.459206 , 0.465083 , 0.366228 , 0.302019 , 0.394877 , 0.276871 , 0.315444 , 0.408555 , 0.294982 , 0.348105 , 0.340232 , 0.466262 , 0.406498 , 0.443056 , 0.322825 , 0.319186 , 0.311938 , 0.16663 , 0.36873 , 0.285105 , 0.479639 , 0.27906 , 0.222948 , 0.549068 , 0.523481 , 0.351299 , 0.429595 , 0.382348 , 0.301466 , 0.308094 , 0.35101 , 0.262634 , 0.36855 , 0.39294 
 921 , 0.449487 , 0.430916 , 0.341405 , 0.26105 , 0.341628 , 0.44358 , 0.405127 , 0.353321 , 0.341936 , 0.26326 , 0.224028 , 0.339798 , 0.411662 , 0.530253 , 0.285842 , 0.330093 , 0.257951 , 0.320357 , 0.463686 , 0.513928 , 0.369512 , 0.408715 , 0.172402 , 0.315206 , 0.462768 , 0.319125 , 0.476242 , 0.4138 , 0.437601 , 0.334695 , 0.341526 , 0.351545 , 0.265875 , 0.311594 , 0.377249 , 0.428941 , 0.171466 , 0.147677 , 0.255952 , 0.357138 , 0.480258 , 0.436055 , 0.273998 , 0.291338 , 0.330111 , 0.459682 , 0.465304 , 0.366287 , 0.301846 , 0.395114 , 0.276801 , 0.315556 , 0.408684 , 0.294895 , 0.348308 , 0.340463 , 0.466627 , 0.406788 , 0.443115 , 0.3229 , 0.319312 , 0.312023 , 0.166744 , 0.368667 , 0.284749 , 0.479576 , 0.279017 , 0.222735 , 0.5495 , 0.523875 , 0.351309 , 0.42952 , 0.382648 , 0.30126 , 0.308278 , 0.350953 , 0.26236 , 0.368697 , 0.393278 
 922 , 0.4493 , 0.431279 , 0.341052 , 0.261007 , 0.341778 , 0.443426 , 0.4052 , 0.353544 , 0.341827 , 0.263076 , 0.22413 , 0.339963 , 0.411552 , 0.529878 , 0.285985 , 0.330218 , 0.25791 , 0.320672 , 0.463601 , 0.514512 , 0.36943 , 0.408933 , 0.171996 , 0.315451 , 0.462996 , 0.319281 , 0.476395 , 0.414038 , 0.437697 , 0.334791 , 0.341633 , 0.351578 , 0.265756 , 0.31141 , 0.377034 , 0.428793 , 0.171222 , 0.147557 , 0.255702 , 0.356847 , 0.480551 , 0.435925 , 0.274055 , 0.291224 , 0.330024 , 0.460159 , 0.465585 , 0.366339 , 0.301635 , 0.395352 , 0.276626 , 0.315669 , 0.40883 , 0.294793 , 0.348511 , 0.340671 , 0.466898 , 0.406966 , 0.443063 , 0.322971 , 0.319365 , 0.312064 , 0.166854 , 0.368577 , 0.284321 , 0.479426 , 0.278931 , 0.222442 , 0.549871 , 0.524161 , 0.351252 , 0.429422 , 0.382866 , 0.30103 , 0.308452 , 0.350852 , 0.261987 , 0.368777 , 0.393658 
 923 , 0.449034 , 0.431444 , 0.340627 , 0.260837 , 0.341765 , 0.443004 , 0.405286 , 0.353673 , 0.341691 , 0.262886 , 0.224251 , 0.339795 , 0.41128 , 0.529411 , 0.286041 , 0.330211 , 0.257852 , 0.320744 , 0.46359 , 0.514977 , 0.369244 , 0.409133 , 0.171635 , 0.315576 , 0.462972 , 0.319337 , 0.476214 , 0.414148 , 0.437719 , 0.334701 , 0.341502 , 0.351569 , 0.265681 , 0.311093 , 0.376785 , 0.428472 , 0.171041 , 0.14736 , 0.255406 , 0.356657 , 0.480568 , 0.435615 , 0.274023 , 0.290879 , 0.329802 , 0.46033 , 0.465682 , 0.366266 , 0.301227 , 0.395317 , 0.276268 , 0.315655 , 0.408882 , 0.294604 , 0.348639 , 0.340707 , 0.466899 , 0.40709 , 0.442997 , 0.322921 , 0.319178 , 0.312077 , 0.166913 , 0.3684 , 0.283999 , 0.479382 , 0.27872 , 0.222092 , 0.550144 , 0.524176 , 0.351232 , 0.429249 , 0.382852 , 0.300775 , 0.308622 , 0.3507 , 0.261571 , 0.36873 , 0.3938 
 924 , 0.448728 , 0.431301 , 0.340331 , 0.260426 , 0.341583 , 0.442551 , 0.405399 , 0.35362 , 0.341527 , 0.262737 , 0.22437 , 0.339185 , 0.410869 , 0.529054 , 0.285944 , 0.330091 , 0.257719 , 0.320531 , 0.463646 , 0.51509 , 0.369002 , 0.409314 , 0.171445 , 0.315414 , 0.462964 , 0.319206 , 0.475726 , 0.414054 , 0.437484 , 0.334446 , 0.341217 , 0.351482 , 0.26558 , 0.310681 , 0.376517 , 0.427943 , 0.170906 , 0.146999 , 0.255098 , 0.356556 , 0.48028 , 0.435105 , 0.273777 , 0.290435 , 0.329514 , 0.460133 , 0.46556 , 0.366109 , 0.300608 , 0.394836 , 0.27579 , 0.315321 , 0.408577 , 0.294252 , 0.348589 , 0.340467 , 0.466613 , 0.407053 , 0.442904 , 0.322669 , 0.318636 , 0.311976 , 0.166885 , 0.367986 , 0.283782 , 0.479332 , 0.278398 , 0.2217 , 0.550105 , 0.524024 , 0.351191 , 0.429102 , 0.382613 , 0.300403 , 0.308736 , 0.350504 , 0.261244 , 0.368525 , 0.393609 
 925 , 0.448463 , 0.431025 , 0.340288 , 0.259897 , 0.341405 , 0.442462 , 0.405518 , 0.353451 , 0.341355 , 0.262621 , 0.22448 , 0.338464 , 0.410508 , 0.528954 , 0.285751 , 0.330011 , 0.257483 , 0.320299 , 0.463699 , 0.514922 , 0.368817 , 0.40949 , 0.171407 , 0.315036 , 0.46337 , 0.318971 , 0.475322 , 0.413871 , 0.436995 , 0.334256 , 0.341058 , 0.351359 , 0.265364 , 0.310345 , 0.376245 , 0.427332 , 0.170718 , 0.146515 , 0.254808 , 0.35643 , 0.480014 , 0.434568 , 0.273382 , 0.2902 , 0.329322 , 0.459882 , 0.465436 , 0.366018 , 0.299993 , 0.394149 , 0.275393 , 0.314738 , 0.407914 , 0.293769 , 0.348424 , 0.340096 , 0.466336 , 0.406884 , 0.442791 , 0.322322 , 0.317978 , 0.311772 , 0.166833 , 0.367371 , 0.283541 , 0.479083 , 0.27808 , 0.221315 , 0.549824 , 0.52407 , 0.351074 , 0.429076 , 0.382414 , 0.2999 , 0.308787 , 0.350323 , 0.261095 , 0.368289 , 0.39333 
 926 , 0.44815 , 0.430702 , 0.340174 , 0.259265 , 0.341109 , 0.442259 , 0.405504 , 0.353203 , 0.34114 , 0.262463 , 0.224443 , 0.337687 , 0.410024 , 0.528704 , 0.285472 , 0.329801 , 0.257127 , 0.319983 , 0.463604 , 0.514659 , 0.368557 , 0.4096 , 0.171281 , 0.31459 , 0.463722 , 0.318661 , 0.4748 , 0.413615 , 0.436418 , 0.33399 , 0.340822 , 0.351108 , 0.265069 , 0.309977 , 0.375856 , 0.42665 , 0.170464 , 0.145984 , 0.254428 , 0.356195 , 0.479681 , 0.433987 , 0.272873 , 0.289948 , 0.329028 , 0.459502 , 0.465181 , 0.365832 , 0.299417 , 0.393392 , 0.274931 , 0.314054 , 0.40715 , 0.293214 , 0.348178 , 0.339694 , 0.465998 , 0.406627 , 0.442614 , 0.321859 , 0.317196 , 0.31148 , 0.166699 , 0.36668 , 0.283259 , 0.478696 , 0.277667 , 0.22084 , 0.5493 , 0.523978 , 0.350834 , 0.429012 , 0.382128 , 0.299342 , 0.308749 , 0.350055 , 0.260886 , 0.367939 , 0.392974 
 927 , 0.447606 , 0.43019 , 0.339631 , 0.258333 , 0.340283 , 0.441535 , 0.404741 , 0.352571 , 0.340751 , 0.262106 , 0.22366 , 0.336966 , 0.409065 , 0.527701 , 0.284808 , 0.328932 , 0.256295 , 0.319322 , 0.462818 , 0.514046 , 0.368005 , 0.409318 , 0.170705 , 0.313891 , 0.463565 , 0.318062 , 0.473833 , 0.413079 , 0.43559 , 0.333414 , 0.340245 , 0.350311 , 0.264468 , 0.309611 , 0.374975 , 0.425847 , 0.16992 , 0.145401 , 0.253649 , 0.355483 , 0.479044 , 0.433362 , 0.271944 , 0.289632 , 0.328362 , 0.458621 , 0.464217 , 0.365118 , 0.299267 , 0.392574 , 0.27428 , 0.313093 , 0.406159 , 0.292455 , 0.347557 , 0.339289 , 0.465376 , 0.405957 , 0.442092 , 0.320994 , 0.316056 , 0.310871 , 0.166147 , 0.365846 , 0.282858 , 0.477784 , 0.276819 , 0.220077 , 0.547686 , 0.523124 , 0.350076 , 0.428715 , 0.381483 , 0.298684 , 0.308244 , 0.349342 , 0.260429 , 0.36708 , 0.392308 
