JUN28MAT00009.spu,JUN28MAT00008.spu,JUN28MAT00007.spu,JUN28MAT00006.spu,JUN28MAT00005.spu,
Wavelength,JUN28MAT00010.spu,JUN28MAT00011.spu,JUN28MAT00012.spu,JUN28MAT00013.spu,JUN28MAT00014.spu,JUN28MAT00015.spu,JUN28MAT00016.spu,JUN28MAT00017.spu,JUN28MAT00018.spu,JUN28MAT00019.spu,JUN28MAT00020.spu,JUN28MAT00021.spu,JUN28MAT00022.spu,JUN28MAT00023.spu,JUN28MAT00024.spu,JUN28MAT00025.spu,JUN28MAT00026.spu,JUN28MAT00027.spu,JUN28MAT00028.spu,JUN28MAT00029.spu,JUN28MAT00030.spu,JUN28MAT00031.spu,JUN28MAT00032.spu,JUN28MAT00033.spu,JUN28MAT00034.spu,JUN28MAT00035.spu,JUN28MAT00036.spu,JUN28MAT00037.spu,JUN28MAT00038.spu,JUN28MAT00039.spu,JUN28MAT00040.spu,JUN28MAT00041.spu,JUN28MAT00042.spu,JUN28MAT00043.spu,JUN28MAT00044.spu,JUN28MAT00045.spu,JUN28MAT00046.spu,JUN28MAT00047.spu,JUN28MAT00048.spu,JUN28MAT00049.spu,JUN28MAT00050.spu,JUN28MAT00051.spu,JUN28MAT00052.spu,JUN28MAT00053.spu,JUN28MAT00054.spu,JUN28MAT00055.spu,JUN28MAT00056.spu,JUN28MAT00057.spu,JUN28MAT00058.spu,JUN28MAT00059.spu,JUN28MAT00060.spu,JUN28MAT00061.spu,JUN28MAT00062.spu,JUN28MAT00063.spu,JUN28MAT00064.spu,JUN28MAT00065.spu,JUN28MAT00066.spu,JUN28MAT00067.spu,JUN28MAT00068.spu,JUN28MAT00069.spu,JUN28MAT00070.spu,JUN28MAT00071.spu,JUN28MAT00072.spu,JUN28MAT00073.spu,JUN28MAT00074.spu,JUN28MAT00075.spu,JUN28MAT00076.spu,JUN28MAT00077.spu,JUN28MAT00078.spu,JUN28MAT00079.spu,JUN28MAT00080.spu,JUN28MAT00081.spu,JUN28MAT00082.spu,JUN28MAT00083.spu,JUN28MAT00084.spu
 1013 , 0.2261 , 0.257932 , 0.253281 , 0.272482 , 0.173957 , 0.305203 , 0.269393 , 0.288245 , 0.110157 , 0.31651 , 0.304762 , 0.144895 , 0.359981 , 0.426465 , 0.206856 , 0.151575 , 0.084 , 0.156361 , 0.194825 , 0.234337 , 0.307661 , 0.488641 , 0.316713 , 0.106272 , 0.355814 , 0.297456 , 0.241109 , 0.229471 , 0.218047 , 0.272102 , 0.256799 , 0.268057 , 0.191436 , 0.285751 , 0.284488 , 0.2763 , 0.260506 , 0.118952 , 0.067042 , 0.260335 , 0.270925 , 0.395626 , 0.375959 , 0.160308 , 0.269154 , 0.338378 , 0.304455 , 0.407099 , 0.338004 , 0.295538 , 0.312723 , 0.273677 , 0.306619 , 0.270037 , 0.234423 , 0.18228 , 0.078411 , 0.185062 , 0.128978 , 0.280841 , 0.193508 , 0.324239 , 0.172921 , 0.282907 , 0.258386 , 0.253949 , 0.368163 , 0.245546 , 0.277599 , 0.285512 , 0.25906 , 0.299724 , 0.291855 , 0.343409 , 0.262045 
 1014 , 0.224384 , 0.255983 , 0.252714 , 0.271516 , 0.172646 , 0.304207 , 0.268658 , 0.28768 , 0.108491 , 0.317973 , 0.304433 , 0.144463 , 0.359139 , 0.426379 , 0.205141 , 0.151318 , 0.08284 , 0.156003 , 0.194544 , 0.233711 , 0.308585 , 0.488639 , 0.318801 , 0.105848 , 0.355447 , 0.297234 , 0.240879 , 0.229001 , 0.21678 , 0.270774 , 0.257179 , 0.26791 , 0.190853 , 0.285669 , 0.283921 , 0.276176 , 0.25976 , 0.118247 , 0.066191 , 0.259852 , 0.27219 , 0.395061 , 0.37523 , 0.158965 , 0.267456 , 0.339982 , 0.303287 , 0.407761 , 0.337155 , 0.296271 , 0.312871 , 0.272797 , 0.307162 , 0.269265 , 0.234299 , 0.18182 , 0.078014 , 0.185738 , 0.12739 , 0.28183 , 0.192478 , 0.323554 , 0.171696 , 0.282511 , 0.258399 , 0.253217 , 0.367669 , 0.24481 , 0.277139 , 0.285025 , 0.25854 , 0.298332 , 0.291893 , 0.343624 , 0.260913 
 1015 , 0.223221 , 0.254454 , 0.251853 , 0.270755 , 0.171718 , 0.303497 , 0.267883 , 0.287117 , 0.106822 , 0.319448 , 0.304043 , 0.143988 , 0.358466 , 0.426405 , 0.203239 , 0.150994 , 0.081902 , 0.155638 , 0.194123 , 0.233104 , 0.309245 , 0.488669 , 0.320706 , 0.10535 , 0.355209 , 0.296871 , 0.24054 , 0.228442 , 0.215356 , 0.269656 , 0.257742 , 0.267712 , 0.19027 , 0.285454 , 0.283172 , 0.27589 , 0.258798 , 0.117644 , 0.065252 , 0.259356 , 0.273301 , 0.394442 , 0.374509 , 0.157724 , 0.266086 , 0.341638 , 0.302025 , 0.408067 , 0.336221 , 0.297 , 0.312926 , 0.272037 , 0.307601 , 0.268583 , 0.234129 , 0.181325 , 0.077491 , 0.186104 , 0.12584 , 0.282791 , 0.191644 , 0.322644 , 0.170356 , 0.28238 , 0.258245 , 0.252429 , 0.367313 , 0.243933 , 0.276497 , 0.284405 , 0.257902 , 0.296859 , 0.291963 , 0.34381 , 0.259675 
 1016 , 0.224488 , 0.254847 , 0.249909 , 0.270993 , 0.172487 , 0.304026 , 0.26703 , 0.286672 , 0.105426 , 0.320761 , 0.30345 , 0.143397 , 0.35861 , 0.426886 , 0.200846 , 0.150446 , 0.082005 , 0.155298 , 0.193215 , 0.232696 , 0.308725 , 0.488813 , 0.321503 , 0.104622 , 0.355537 , 0.296021 , 0.23983 , 0.227592 , 0.213471 , 0.269557 , 0.258994 , 0.267312 , 0.18978 , 0.284765 , 0.281795 , 0.274999 , 0.257068 , 0.117547 , 0.064098 , 0.258926 , 0.273563 , 0.393724 , 0.37394 , 0.15712 , 0.266239 , 0.343219 , 0.300561 , 0.406888 , 0.335097 , 0.297585 , 0.312572 , 0.271888 , 0.307548 , 0.268404 , 0.233763 , 0.180774 , 0.076533 , 0.185142 , 0.124663 , 0.283464 , 0.191755 , 0.320933 , 0.168733 , 0.283341 , 0.25743 , 0.251535 , 0.367579 , 0.242603 , 0.275201 , 0.283335 , 0.256878 , 0.295242 , 0.292126 , 0.343863 , 0.258209 
 1017 , 0.22426 , 0.254625 , 0.248142 , 0.270193 , 0.173454 , 0.304507 , 0.265393 , 0.284935 , 0.103633 , 0.319261 , 0.301482 , 0.142477 , 0.358337 , 0.426744 , 0.199135 , 0.149076 , 0.081422 , 0.154218 , 0.191783 , 0.23119 , 0.30597 , 0.487596 , 0.319714 , 0.103241 , 0.354101 , 0.293505 , 0.237949 , 0.225607 , 0.211924 , 0.268871 , 0.258604 , 0.265289 , 0.188973 , 0.283508 , 0.280717 , 0.271987 , 0.255427 , 0.116783 , 0.062285 , 0.257398 , 0.271626 , 0.390441 , 0.371928 , 0.156404 , 0.266091 , 0.342665 , 0.298764 , 0.403431 , 0.334406 , 0.297068 , 0.3111 , 0.270866 , 0.306306 , 0.266563 , 0.232794 , 0.179104 , 0.075159 , 0.182441 , 0.122917 , 0.281898 , 0.19013 , 0.318544 , 0.167497 , 0.283043 , 0.254962 , 0.249586 , 0.367073 , 0.241052 , 0.273162 , 0.281684 , 0.255482 , 0.29372 , 0.290175 , 0.341844 , 0.255555 
 1018 , 0.223977 , 0.25436 , 0.246279 , 0.269314 , 0.174474 , 0.304999 , 0.263645 , 0.28307 , 0.101729 , 0.317613 , 0.299373 , 0.141489 , 0.358026 , 0.426568 , 0.197338 , 0.147616 , 0.080796 , 0.153064 , 0.190259 , 0.229578 , 0.303026 , 0.486278 , 0.317765 , 0.101778 , 0.352541 , 0.290827 , 0.235937 , 0.223488 , 0.210288 , 0.268129 , 0.258147 , 0.26312 , 0.188108 , 0.28216 , 0.279576 , 0.268782 , 0.253682 , 0.115962 , 0.060375 , 0.255759 , 0.26954 , 0.386931 , 0.369766 , 0.155636 , 0.265917 , 0.342016 , 0.296856 , 0.399746 , 0.333672 , 0.29649 , 0.309513 , 0.269766 , 0.304968 , 0.26458 , 0.231753 , 0.177327 , 0.073704 , 0.179575 , 0.121069 , 0.280199 , 0.188383 , 0.316006 , 0.166198 , 0.282685 , 0.252332 , 0.247513 , 0.366504 , 0.239407 , 0.270993 , 0.279924 , 0.254 , 0.292116 , 0.288072 , 0.33967 , 0.252735 
 1019 , 0.222331 , 0.25264 , 0.246426 , 0.267834 , 0.174367 , 0.303523 , 0.262558 , 0.282218 , 0.101089 , 0.314732 , 0.296815 , 0.139074 , 0.357305 , 0.425922 , 0.195787 , 0.145965 , 0.079011 , 0.152124 , 0.188476 , 0.22726 , 0.299873 , 0.484871 , 0.315579 , 0.099347 , 0.351426 , 0.288225 , 0.234241 , 0.222221 , 0.209562 , 0.267158 , 0.25741 , 0.260804 , 0.186052 , 0.281773 , 0.278697 , 0.265952 , 0.252567 , 0.114041 , 0.058638 , 0.255266 , 0.266884 , 0.38416 , 0.368229 , 0.154262 , 0.26519 , 0.341679 , 0.296047 , 0.397374 , 0.331955 , 0.29531 , 0.308732 , 0.268096 , 0.303498 , 0.26293 , 0.229776 , 0.175384 , 0.072212 , 0.177114 , 0.119944 , 0.276997 , 0.186423 , 0.314336 , 0.164491 , 0.280262 , 0.250045 , 0.244318 , 0.364872 , 0.237726 , 0.269705 , 0.279367 , 0.252859 , 0.29093 , 0.285483 , 0.338133 , 0.250776 
 1020 , 0.221052 , 0.252082 , 0.246922 , 0.266162 , 0.173733 , 0.301947 , 0.262211 , 0.282897 , 0.1008 , 0.313475 , 0.296232 , 0.137196 , 0.35693 , 0.424728 , 0.194071 , 0.144486 , 0.077445 , 0.152094 , 0.187288 , 0.226798 , 0.298601 , 0.485443 , 0.314141 , 0.097283 , 0.351276 , 0.287513 , 0.233307 , 0.221693 , 0.208829 , 0.266772 , 0.257198 , 0.260294 , 0.18479 , 0.281695 , 0.277744 , 0.264342 , 0.251184 , 0.112535 , 0.057223 , 0.255098 , 0.265234 , 0.383135 , 0.368225 , 0.152943 , 0.264605 , 0.34103 , 0.29586 , 0.397966 , 0.331029 , 0.294291 , 0.308481 , 0.266937 , 0.302283 , 0.262333 , 0.228172 , 0.174636 , 0.070888 , 0.176077 , 0.119245 , 0.275424 , 0.186042 , 0.313841 , 0.16292 , 0.279051 , 0.248986 , 0.242636 , 0.364269 , 0.23675 , 0.269398 , 0.279747 , 0.252601 , 0.290475 , 0.283557 , 0.337642 , 0.250293 
 1021 , 0.219981 , 0.252125 , 0.247518 , 0.264362 , 0.172876 , 0.300364 , 0.262185 , 0.284299 , 0.100608 , 0.312995 , 0.296586 , 0.135543 , 0.35672 , 0.423258 , 0.192193 , 0.143051 , 0.075967 , 0.152492 , 0.186353 , 0.227238 , 0.298193 , 0.487006 , 0.313013 , 0.095357 , 0.35158 , 0.287679 , 0.232697 , 0.221459 , 0.208031 , 0.266663 , 0.257247 , 0.260639 , 0.183899 , 0.281716 , 0.276711 , 0.26324 , 0.249597 , 0.111208 , 0.055895 , 0.255038 , 0.264031 , 0.382889 , 0.368946 , 0.151633 , 0.264086 , 0.340207 , 0.295917 , 0.399967 , 0.33049 , 0.293347 , 0.308456 , 0.266006 , 0.301144 , 0.262215 , 0.226729 , 0.174434 , 0.069599 , 0.175661 , 0.118698 , 0.274625 , 0.186414 , 0.31386 , 0.161368 , 0.278453 , 0.248456 , 0.241666 , 0.364185 , 0.236071 , 0.269509 , 0.280545 , 0.252738 , 0.290341 , 0.281894 , 0.337618 , 0.25045 
 1022 , 0.218379 , 0.251773 , 0.247253 , 0.262558 , 0.172593 , 0.298132 , 0.260144 , 0.284564 , 0.100102 , 0.312464 , 0.297116 , 0.134358 , 0.355916 , 0.421922 , 0.190356 , 0.142088 , 0.073809 , 0.15222 , 0.185854 , 0.227975 , 0.298231 , 0.488303 , 0.312181 , 0.094011 , 0.351561 , 0.288001 , 0.2318 , 0.221096 , 0.207336 , 0.265705 , 0.256842 , 0.26132 , 0.184302 , 0.281158 , 0.275978 , 0.262484 , 0.248121 , 0.110086 , 0.054729 , 0.254773 , 0.263118 , 0.3828 , 0.369644 , 0.151043 , 0.263426 , 0.338375 , 0.296475 , 0.402989 , 0.33067 , 0.292029 , 0.3079 , 0.265169 , 0.300005 , 0.261191 , 0.225684 , 0.174035 , 0.068704 , 0.175464 , 0.117101 , 0.274482 , 0.187264 , 0.314164 , 0.160516 , 0.277678 , 0.248177 , 0.24081 , 0.364206 , 0.236197 , 0.269222 , 0.279939 , 0.252586 , 0.290095 , 0.280973 , 0.337741 , 0.250228 
 1023 , 0.216791 , 0.250717 , 0.245884 , 0.260298 , 0.172593 , 0.295359 , 0.256711 , 0.282693 , 0.099173 , 0.310773 , 0.29652 , 0.132951 , 0.354415 , 0.421132 , 0.18834 , 0.141507 , 0.07113 , 0.150908 , 0.185223 , 0.227686 , 0.297724 , 0.488546 , 0.311248 , 0.092778 , 0.350884 , 0.28744 , 0.230402 , 0.220396 , 0.206748 , 0.263217 , 0.255693 , 0.260946 , 0.184933 , 0.279773 , 0.274915 , 0.26144 , 0.246625 , 0.108704 , 0.0535 , 0.254433 , 0.262001 , 0.382088 , 0.369415 , 0.150785 , 0.261946 , 0.336434 , 0.29644 , 0.405175 , 0.330489 , 0.290032 , 0.30694 , 0.264526 , 0.298415 , 0.259458 , 0.224791 , 0.172766 , 0.067982 , 0.174723 , 0.114649 , 0.273699 , 0.187631 , 0.314347 , 0.159606 , 0.276001 , 0.247322 , 0.238995 , 0.363304 , 0.236174 , 0.267896 , 0.278088 , 0.251964 , 0.288798 , 0.280532 , 0.338051 , 0.249063 
 1024 , 0.21572 , 0.248888 , 0.243561 , 0.257246 , 0.172465 , 0.292322 , 0.252962 , 0.278488 , 0.097875 , 0.307218 , 0.293878 , 0.130691 , 0.352368 , 0.421099 , 0.185953 , 0.141062 , 0.068232 , 0.148569 , 0.183922 , 0.225405 , 0.295878 , 0.487337 , 0.309847 , 0.091097 , 0.349454 , 0.285248 , 0.228443 , 0.219257 , 0.206201 , 0.25908 , 0.253771 , 0.258481 , 0.184601 , 0.277599 , 0.272963 , 0.259543 , 0.244937 , 0.106672 , 0.051984 , 0.254184 , 0.260203 , 0.380178 , 0.367702 , 0.150316 , 0.259259 , 0.335293 , 0.294902 , 0.404951 , 0.328959 , 0.287254 , 0.305835 , 0.264111 , 0.296051 , 0.257481 , 0.223726 , 0.170255 , 0.067127 , 0.172823 , 0.111814 , 0.271161 , 0.186694 , 0.314045 , 0.157865 , 0.273 , 0.24527 , 0.235455 , 0.360757 , 0.23506 , 0.265259 , 0.275611 , 0.250845 , 0.28589 , 0.280118 , 0.338528 , 0.246727 
 1025 , 0.215322 , 0.24699 , 0.241181 , 0.253935 , 0.171232 , 0.289889 , 0.250345 , 0.2742 , 0.096202 , 0.303679 , 0.291444 , 0.128722 , 0.350402 , 0.420788 , 0.184745 , 0.140236 , 0.065631 , 0.146391 , 0.182426 , 0.222821 , 0.293948 , 0.485661 , 0.308243 , 0.089209 , 0.347374 , 0.282988 , 0.226645 , 0.217542 , 0.205504 , 0.255106 , 0.251585 , 0.255569 , 0.183277 , 0.275316 , 0.270777 , 0.257049 , 0.24308 , 0.104787 , 0.050102 , 0.253028 , 0.258227 , 0.37768 , 0.365179 , 0.149172 , 0.255914 , 0.334016 , 0.292603 , 0.403952 , 0.32717 , 0.283673 , 0.304315 , 0.263574 , 0.293331 , 0.255261 , 0.222544 , 0.167952 , 0.065662 , 0.171177 , 0.109141 , 0.268421 , 0.184806 , 0.313362 , 0.156049 , 0.270068 , 0.242976 , 0.232078 , 0.358185 , 0.233441 , 0.262365 , 0.273047 , 0.249389 , 0.283173 , 0.279522 , 0.338499 , 0.244425 
 1026 , 0.216254 , 0.245002 , 0.238993 , 0.250489 , 0.167952 , 0.288912 , 0.250236 , 0.270202 , 0.093909 , 0.300537 , 0.289798 , 0.12748 , 0.348814 , 0.419794 , 0.185924 , 0.138607 , 0.063826 , 0.144702 , 0.180684 , 0.219889 , 0.29208 , 0.483079 , 0.306368 , 0.087002 , 0.344355 , 0.280824 , 0.22532 , 0.214802 , 0.204524 , 0.251842 , 0.249117 , 0.252106 , 0.180087 , 0.272988 , 0.268486 , 0.253576 , 0.240961 , 0.103295 , 0.047619 , 0.25004 , 0.256043 , 0.374315 , 0.361442 , 0.146732 , 0.251565 , 0.332429 , 0.289134 , 0.401495 , 0.325029 , 0.278837 , 0.302063 , 0.262741 , 0.290149 , 0.252666 , 0.221187 , 0.166242 , 0.063045 , 0.170154 , 0.107023 , 0.265583 , 0.181188 , 0.311744 , 0.15426 , 0.267477 , 0.240426 , 0.229379 , 0.355857 , 0.230979 , 0.25921 , 0.270515 , 0.247383 , 0.281125 , 0.278524 , 0.337356 , 0.242302 
 1027 , 0.216203 , 0.242149 , 0.238405 , 0.249066 , 0.165345 , 0.28855 , 0.250707 , 0.268617 , 0.091732 , 0.29899 , 0.290364 , 0.126359 , 0.347942 , 0.417522 , 0.186722 , 0.136159 , 0.062147 , 0.14347 , 0.179474 , 0.217962 , 0.291003 , 0.479601 , 0.304738 , 0.084668 , 0.343687 , 0.27942 , 0.22435 , 0.212139 , 0.203397 , 0.250295 , 0.247762 , 0.250517 , 0.177137 , 0.271058 , 0.268248 , 0.250886 , 0.238731 , 0.101729 , 0.045257 , 0.246354 , 0.254218 , 0.372375 , 0.3599 , 0.144134 , 0.248371 , 0.329743 , 0.287787 , 0.399514 , 0.323533 , 0.275368 , 0.30001 , 0.260956 , 0.287818 , 0.249576 , 0.219726 , 0.164822 , 0.060111 , 0.169329 , 0.105363 , 0.264147 , 0.178066 , 0.308212 , 0.153141 , 0.265266 , 0.238847 , 0.228094 , 0.35489 , 0.229084 , 0.256776 , 0.268457 , 0.245549 , 0.280569 , 0.276794 , 0.33532 , 0.240077 
 1028 , 0.21582 , 0.239267 , 0.237836 , 0.247526 , 0.1624 , 0.288036 , 0.251225 , 0.266998 , 0.089378 , 0.297358 , 0.290937 , 0.125072 , 0.346938 , 0.415093 , 0.187377 , 0.133643 , 0.060419 , 0.142116 , 0.178142 , 0.21598 , 0.289874 , 0.475954 , 0.303054 , 0.082207 , 0.342944 , 0.277966 , 0.223341 , 0.209362 , 0.202222 , 0.248742 , 0.246315 , 0.248853 , 0.174099 , 0.269007 , 0.267987 , 0.248177 , 0.236367 , 0.10007 , 0.042754 , 0.242506 , 0.252318 , 0.370391 , 0.358293 , 0.141453 , 0.245037 , 0.326925 , 0.286396 , 0.397439 , 0.32193 , 0.271846 , 0.297929 , 0.259028 , 0.285437 , 0.246438 , 0.218149 , 0.16329 , 0.057107 , 0.168384 , 0.103621 , 0.262647 , 0.174744 , 0.304498 , 0.151991 , 0.263016 , 0.237148 , 0.226819 , 0.353807 , 0.227101 , 0.254217 , 0.266303 , 0.243648 , 0.279962 , 0.274949 , 0.333192 , 0.237719 
 1029 , 0.21007 , 0.238624 , 0.23822 , 0.245789 , 0.156758 , 0.285403 , 0.252054 , 0.266352 , 0.086239 , 0.296009 , 0.291061 , 0.122154 , 0.3446 , 0.412198 , 0.18508 , 0.132135 , 0.059766 , 0.139888 , 0.176182 , 0.214987 , 0.288887 , 0.472767 , 0.302194 , 0.079821 , 0.341819 , 0.277234 , 0.222611 , 0.207308 , 0.20143 , 0.248698 , 0.24476 , 0.247663 , 0.172606 , 0.266799 , 0.267528 , 0.247975 , 0.233811 , 0.098388 , 0.040465 , 0.239598 , 0.251013 , 0.369847 , 0.357367 , 0.139832 , 0.242672 , 0.324606 , 0.285678 , 0.395854 , 0.320142 , 0.27119 , 0.297613 , 0.256579 , 0.284613 , 0.24533 , 0.216096 , 0.161357 , 0.05559 , 0.166311 , 0.102454 , 0.261637 , 0.171081 , 0.30065 , 0.15151 , 0.262274 , 0.235159 , 0.227118 , 0.351807 , 0.225465 , 0.25206 , 0.264687 , 0.242495 , 0.279004 , 0.272757 , 0.331526 , 0.235128 
 1030 , 0.205101 , 0.239166 , 0.237946 , 0.244103 , 0.149855 , 0.282963 , 0.252682 , 0.266111 , 0.083111 , 0.295295 , 0.290371 , 0.119384 , 0.343188 , 0.410589 , 0.183883 , 0.131593 , 0.058656 , 0.138185 , 0.174354 , 0.21376 , 0.288133 , 0.471262 , 0.302243 , 0.077721 , 0.339767 , 0.276782 , 0.222554 , 0.205457 , 0.201459 , 0.249934 , 0.24352 , 0.246795 , 0.171576 , 0.265517 , 0.266148 , 0.248481 , 0.232378 , 0.097222 , 0.037934 , 0.237357 , 0.249818 , 0.369435 , 0.355551 , 0.138995 , 0.240337 , 0.323412 , 0.284784 , 0.396037 , 0.31899 , 0.270821 , 0.297834 , 0.255073 , 0.284048 , 0.245317 , 0.214146 , 0.160256 , 0.054283 , 0.165026 , 0.100981 , 0.260672 , 0.168565 , 0.299134 , 0.151388 , 0.262536 , 0.233635 , 0.227251 , 0.35032 , 0.224553 , 0.250321 , 0.263223 , 0.24081 , 0.27921 , 0.271538 , 0.330856 , 0.23358 
 1031 , 0.200052 , 0.240061 , 0.237478 , 0.242324 , 0.142338 , 0.280439 , 0.253282 , 0.265969 , 0.079815 , 0.294712 , 0.28943 , 0.116516 , 0.341947 , 0.409242 , 0.182919 , 0.131287 , 0.057369 , 0.13652 , 0.172459 , 0.2124 , 0.287388 , 0.470141 , 0.302553 , 0.075584 , 0.337347 , 0.276374 , 0.22267 , 0.203563 , 0.201712 , 0.251597 , 0.242287 , 0.24597 , 0.170614 , 0.264419 , 0.264444 , 0.249199 , 0.231175 , 0.096124 , 0.035212 , 0.235178 , 0.248584 , 0.369036 , 0.353391 , 0.138316 , 0.23789 , 0.322453 , 0.283778 , 0.396715 , 0.317945 , 0.270507 , 0.298217 , 0.253744 , 0.283526 , 0.245595 , 0.212136 , 0.159311 , 0.05296 , 0.163874 , 0.099346 , 0.259672 , 0.166198 , 0.298168 , 0.151353 , 0.263085 , 0.232146 , 0.22735 , 0.348884 , 0.223783 , 0.248609 , 0.261726 , 0.238898 , 0.279744 , 0.27052 , 0.330423 , 0.232232 
 1032 , 0.199876 , 0.240856 , 0.232336 , 0.243965 , 0.140601 , 0.28146 , 0.252392 , 0.266286 , 0.077823 , 0.293606 , 0.287629 , 0.113435 , 0.342902 , 0.408598 , 0.181378 , 0.130542 , 0.055963 , 0.135381 , 0.171424 , 0.211228 , 0.287456 , 0.470348 , 0.302397 , 0.073649 , 0.337159 , 0.274523 , 0.221059 , 0.20288 , 0.201261 , 0.252946 , 0.240407 , 0.246322 , 0.1701 , 0.263577 , 0.263153 , 0.250619 , 0.230108 , 0.094629 , 0.032891 , 0.235193 , 0.248163 , 0.3676 , 0.352001 , 0.13732 , 0.236768 , 0.321554 , 0.283369 , 0.396748 , 0.316451 , 0.270306 , 0.298321 , 0.253617 , 0.283787 , 0.244322 , 0.210003 , 0.157831 , 0.051205 , 0.162701 , 0.097811 , 0.259151 , 0.166406 , 0.297497 , 0.149964 , 0.26335 , 0.230446 , 0.226273 , 0.347236 , 0.223429 , 0.247307 , 0.261171 , 0.236885 , 0.279835 , 0.269666 , 0.329556 , 0.231967 
 1033 , 0.20064 , 0.241294 , 0.22612 , 0.246521 , 0.141449 , 0.283157 , 0.251433 , 0.266416 , 0.076223 , 0.29258 , 0.285601 , 0.110039 , 0.34383 , 0.409494 , 0.17932 , 0.12941 , 0.054693 , 0.133908 , 0.170631 , 0.210514 , 0.288039 , 0.471141 , 0.301349 , 0.071743 , 0.337517 , 0.271951 , 0.218548 , 0.202621 , 0.199604 , 0.253111 , 0.23848 , 0.246873 , 0.169669 , 0.262855 , 0.261948 , 0.25221 , 0.228749 , 0.092823 , 0.030552 , 0.235802 , 0.248594 , 0.365539 , 0.350975 , 0.135766 , 0.236351 , 0.320312 , 0.283349 , 0.395986 , 0.314623 , 0.269674 , 0.298214 , 0.25342 , 0.284527 , 0.242584 , 0.207829 , 0.15571 , 0.049244 , 0.161258 , 0.096562 , 0.259042 , 0.166824 , 0.296968 , 0.148379 , 0.26333 , 0.228483 , 0.22512 , 0.345545 , 0.223547 , 0.247045 , 0.260911 , 0.23587 , 0.279128 , 0.269804 , 0.329865 , 0.232124 
 1034 , 0.20078 , 0.24138 , 0.220094 , 0.248936 , 0.143128 , 0.284428 , 0.250863 , 0.26618 , 0.074555 , 0.291767 , 0.283554 , 0.106322 , 0.344001 , 0.411763 , 0.176866 , 0.127992 , 0.053555 , 0.131878 , 0.169788 , 0.210189 , 0.288879 , 0.472105 , 0.29949 , 0.069739 , 0.337716 , 0.269025 , 0.2156 , 0.202373 , 0.196887 , 0.252134 , 0.236626 , 0.247237 , 0.169143 , 0.262132 , 0.260645 , 0.253771 , 0.226987 , 0.090789 , 0.028029 , 0.236291 , 0.249642 , 0.363111 , 0.350039 , 0.133707 , 0.236192 , 0.318656 , 0.283517 , 0.394562 , 0.312532 , 0.268535 , 0.297959 , 0.252723 , 0.285525 , 0.240803 , 0.205596 , 0.153033 , 0.047152 , 0.159498 , 0.095518 , 0.259176 , 0.166602 , 0.296465 , 0.146965 , 0.263093 , 0.226256 , 0.224235 , 0.343815 , 0.224024 , 0.247715 , 0.260626 , 0.235857 , 0.277721 , 0.270915 , 0.331549 , 0.232349 
 1035 , 0.200908 , 0.239251 , 0.217414 , 0.249314 , 0.14344 , 0.283086 , 0.249756 , 0.265497 , 0.072326 , 0.290145 , 0.281861 , 0.103231 , 0.343875 , 0.413906 , 0.174357 , 0.126541 , 0.051485 , 0.12939 , 0.168529 , 0.208925 , 0.289399 , 0.472506 , 0.297291 , 0.068564 , 0.336573 , 0.266169 , 0.213098 , 0.201349 , 0.193332 , 0.250577 , 0.235283 , 0.246857 , 0.167702 , 0.261653 , 0.258519 , 0.254047 , 0.225238 , 0.089032 , 0.025904 , 0.23588 , 0.249917 , 0.360108 , 0.348639 , 0.131169 , 0.235656 , 0.317417 , 0.283372 , 0.393314 , 0.310899 , 0.266231 , 0.29698 , 0.250396 , 0.285493 , 0.238735 , 0.202575 , 0.150064 , 0.044264 , 0.158012 , 0.094119 , 0.258146 , 0.164916 , 0.295556 , 0.144628 , 0.261765 , 0.224038 , 0.222738 , 0.342755 , 0.223914 , 0.248754 , 0.259582 , 0.235445 , 0.276823 , 0.27194 , 0.333345 , 0.232459 
 1036 , 0.200916 , 0.235078 , 0.218361 , 0.246939 , 0.142152 , 0.278864 , 0.247799 , 0.26398 , 0.069359 , 0.287259 , 0.280372 , 0.100947 , 0.343367 , 0.414484 , 0.171808 , 0.124844 , 0.048286 , 0.126446 , 0.166797 , 0.206494 , 0.289167 , 0.471708 , 0.294795 , 0.068231 , 0.333931 , 0.263905 , 0.211225 , 0.199495 , 0.189279 , 0.248329 , 0.233819 , 0.245082 , 0.165058 , 0.260926 , 0.255534 , 0.252312 , 0.223622 , 0.087684 , 0.024283 , 0.234542 , 0.248572 , 0.356525 , 0.346646 , 0.128135 , 0.234243 , 0.316273 , 0.282323 , 0.39199 , 0.30981 , 0.262839 , 0.294714 , 0.246004 , 0.284031 , 0.235901 , 0.198772 , 0.146727 , 0.040395 , 0.156575 , 0.092165 , 0.255515 , 0.161387 , 0.293735 , 0.140831 , 0.258975 , 0.221696 , 0.220206 , 0.342133 , 0.222363 , 0.249625 , 0.257311 , 0.233725 , 0.275978 , 0.271989 , 0.334024 , 0.232286 
