NANT_00009_NANT_REF.spu,NANT_00008_NANT_REF.spu,NANT_00007_NANT_REF.spu,NANT_00006_NANT_REF.spu,NANT_00005_NANT_REF.spu,
Wavelength,NANT_00010_B3_CT.spu,NANT_00011_B3_CT.spu,NANT_00012_B3_CT.spu,NANT_00013_B3_CT.spu,NANT_00014_B3_CT.spu,NANT_00015_B3_CT-old.spu,NANT_00016_B3_CT-old.spu,NANT_00017_B3_CT-old.spu,NANT_00018_B3_CT-old.spu,NANT_00019_B3_CT-old.spu,NANT_00020_B3_N.spu,NANT_00021_B3_N.spu,NANT_00022_B3_N.spu,NANT_00023_B3_N.spu,NANT_00024_B3_N.spu,NANT_00025_B3_N-old.spu,NANT_00026_B3_N-old.spu,NANT_00027_B3_N-old.spu,NANT_00028_B3_N-old.spu,NANT_00029_B3_N-old.spu,NANT_00030_B3_NP.spu,NANT_00031_B3_NP.spu,NANT_00032_B3_NP.spu,NANT_00033_B3_NP.spu,NANT_00034_B3_NP.spu,NANT_00035_B3_NP-old.spu,NANT_00036_B3_NP-old.spu,NANT_00037_B3_NP-old.spu,NANT_00038_B3_NP-old.spu,NANT_00039_B3_NP-old.spu,NANT_00040_B3_P.spu,NANT_00041_B3_P.spu,NANT_00042_B3_P.spu,NANT_00043_B3_P.spu,NANT_00044_B3_P.spu,NANT_00045_B3_P-old.spu,NANT_00046_B3_P-old.spu,NANT_00047_B3_P-old.spu,NANT_00048_B3_P-old.spu,NANT_00049_B3_P-old.spu,NANT_00050_B2_P.spu,NANT_00051_B2_P.spu,NANT_00052_B2_P.spu,NANT_00053_B2_P.spu,NANT_00054_B2_P.spu,NANT_00055_B2_NP.spu,NANT_00056_B2_NP.spu,NANT_00057_B2_NP.spu,NANT_00058_B2_NP.spu,NANT_00059_B2_NP.spu,NANT_00060_B2_CT.spu,NANT_00061_B2_CT.spu,NANT_00062_B2_CT.spu,NANT_00063_B2_CT.spu,NANT_00064_B2_CT.spu,NANT_00065_B2_N.spu,NANT_00066_B2_N.spu,NANT_00067_B2_N.spu,NANT_00068_B2_N.spu,NANT_00069_B2_N.spu,NANT_00070_B1_P.spu,NANT_00071_B1_P.spu,NANT_00072_B1_P.spu,NANT_00073_B1_P.spu,NANT_00074_B1_P.spu,NANT_00075_B1_CT.spu,NANT_00076_B1_CT.spu,NANT_00077_B1_CT.spu,NANT_00078_B1_CT.spu,NANT_00079_B1_CT.spu,NANT_00080_B1_NP.spu,NANT_00081_B1_NP.spu,NANT_00082_B1_NP.spu,NANT_00083_B1_NP.spu,NANT_00084_B1_NP.spu,NANT_00085_B1_N.spu,NANT_00086_B1_N.spu,NANT_00087_B1_N.spu,NANT_00088_B1_N.spu,NANT_00089_B1_N.spu
 1026 , 0.480155 , 0.454253 , 0.42827 , 0.463985 , 0.454705 , 0.480087 , 0.518508 , 0.478392 , 0.492853 , 0.49981 , 0.564256 , 0.556329 , 0.603881 , 0.548401 , 0.49299 , 0.485417 , 0.500029 , 0.58916 , 0.420096 , 0.482779 , 0.51356 , 0.530482 , 0.536181 , 0.552474 , 0.544601 , 0.604113 , 0.60805 , 0.731994 , 0.692493 , 0.591702 , 0.586631 , 0.50622 , 0.553226 , 0.478269 , 0.561454 , 0.570708 , 0.557094 , 0.566539 , 0.502257 , 0.540569 , 0.399935 , 0.537275 , 0.560839 , 0.525301 , 0.540132 , 0.663666 , 0.593561 , 0.629222 , 0.694297 , 0.627213 , 0.458368 , 0.475822 , 0.492292 , 0.520627 , 0.488493 , 0.437373 , 0.407631 , 0.424648 , 0.563108 , 0.554907 , 0.540501 , 0.554087 , 0.543754 , 0.483832 , 0.495245 , 0.513615 , 0.544218 , 0.527652 , 0.539749 , 0.477845 , 0.668969 , 0.655875 , 0.616879 , 0.725064 , 0.658527 , 0.601926 , 0.394208 , 0.430908 , 0.499837 , 0.487098 
 1027 , 0.480194 , 0.453651 , 0.42782 , 0.463111 , 0.454226 , 0.479275 , 0.517898 , 0.477493 , 0.492232 , 0.500526 , 0.563937 , 0.555409 , 0.603176 , 0.5478 , 0.491724 , 0.48443 , 0.498826 , 0.588109 , 0.418552 , 0.482566 , 0.512057 , 0.529222 , 0.535337 , 0.551159 , 0.543522 , 0.601353 , 0.606165 , 0.730245 , 0.691677 , 0.589151 , 0.584791 , 0.504667 , 0.552297 , 0.476067 , 0.559906 , 0.570751 , 0.556849 , 0.565144 , 0.501692 , 0.538875 , 0.399631 , 0.537065 , 0.559289 , 0.524163 , 0.539615 , 0.663818 , 0.593086 , 0.628911 , 0.697559 , 0.626498 , 0.45834 , 0.475505 , 0.493178 , 0.519543 , 0.488187 , 0.438048 , 0.408036 , 0.423817 , 0.563512 , 0.555149 , 0.539862 , 0.553764 , 0.543454 , 0.483539 , 0.494672 , 0.514689 , 0.543522 , 0.528126 , 0.540122 , 0.477822 , 0.66863 , 0.655482 , 0.616284 , 0.726378 , 0.657744 , 0.601517 , 0.394298 , 0.430946 , 0.499347 , 0.48661 
 1028 , 0.480265 , 0.453061 , 0.427399 , 0.462262 , 0.453749 , 0.478449 , 0.517315 , 0.476593 , 0.491666 , 0.501293 , 0.563621 , 0.554489 , 0.6025 , 0.547227 , 0.490455 , 0.483483 , 0.497607 , 0.58707 , 0.417084 , 0.48241 , 0.510617 , 0.527932 , 0.534534 , 0.549827 , 0.542428 , 0.598594 , 0.604274 , 0.728449 , 0.690863 , 0.586574 , 0.58293 , 0.503053 , 0.551381 , 0.473938 , 0.558367 , 0.570772 , 0.556621 , 0.563745 , 0.5011 , 0.537174 , 0.399356 , 0.536899 , 0.557721 , 0.523036 , 0.539058 , 0.663948 , 0.592598 , 0.628603 , 0.700943 , 0.625839 , 0.45837 , 0.475231 , 0.494128 , 0.518553 , 0.487911 , 0.438813 , 0.408475 , 0.423066 , 0.563965 , 0.555424 , 0.539264 , 0.553526 , 0.543184 , 0.483263 , 0.494169 , 0.515816 , 0.542923 , 0.528689 , 0.540544 , 0.477927 , 0.66828 , 0.655174 , 0.615772 , 0.72772 , 0.657003 , 0.601125 , 0.39446 , 0.431071 , 0.498927 , 0.48611 
 1029 , 0.480772 , 0.453083 , 0.428009 , 0.462537 , 0.453633 , 0.478267 , 0.517833 , 0.476533 , 0.492277 , 0.502419 , 0.563866 , 0.554522 , 0.602523 , 0.54793 , 0.490364 , 0.483992 , 0.497272 , 0.587041 , 0.4181 , 0.483634 , 0.51153 , 0.527287 , 0.534911 , 0.54932 , 0.54215 , 0.597913 , 0.604078 , 0.727082 , 0.690668 , 0.58572 , 0.582252 , 0.50169 , 0.551329 , 0.474978 , 0.558183 , 0.570376 , 0.556834 , 0.563715 , 0.500231 , 0.536975 , 0.399687 , 0.537306 , 0.557329 , 0.523035 , 0.538352 , 0.663626 , 0.592574 , 0.628754 , 0.703384 , 0.626799 , 0.459358 , 0.475749 , 0.495593 , 0.519801 , 0.488547 , 0.440587 , 0.409004 , 0.424087 , 0.565091 , 0.556036 , 0.539838 , 0.554838 , 0.544008 , 0.483414 , 0.495084 , 0.516924 , 0.544613 , 0.530053 , 0.541338 , 0.480345 , 0.667782 , 0.656965 , 0.617152 , 0.728527 , 0.65742 , 0.60145 , 0.395682 , 0.432674 , 0.499846 , 0.486056 
 1030 , 0.481217 , 0.453012 , 0.429317 , 0.463011 , 0.453674 , 0.477948 , 0.518579 , 0.477645 , 0.493409 , 0.50287 , 0.563458 , 0.555087 , 0.602931 , 0.548508 , 0.49134 , 0.484389 , 0.496746 , 0.587567 , 0.419415 , 0.484899 , 0.512152 , 0.526565 , 0.535971 , 0.549446 , 0.542508 , 0.598518 , 0.604614 , 0.727749 , 0.691779 , 0.586532 , 0.58165 , 0.502029 , 0.551404 , 0.476679 , 0.559597 , 0.570258 , 0.557928 , 0.564741 , 0.50025 , 0.538136 , 0.400161 , 0.537405 , 0.557086 , 0.523351 , 0.538605 , 0.664126 , 0.592766 , 0.62915 , 0.701971 , 0.628033 , 0.460722 , 0.476624 , 0.496291 , 0.52131 , 0.488968 , 0.442116 , 0.410312 , 0.425718 , 0.566148 , 0.556576 , 0.540784 , 0.556273 , 0.544894 , 0.484623 , 0.496084 , 0.517628 , 0.546425 , 0.531033 , 0.542384 , 0.482348 , 0.668512 , 0.659285 , 0.618268 , 0.729859 , 0.658113 , 0.601635 , 0.397251 , 0.435317 , 0.501298 , 0.486458 
 1031 , 0.481673 , 0.452936 , 0.430892 , 0.463557 , 0.453766 , 0.477594 , 0.519427 , 0.479143 , 0.494728 , 0.503164 , 0.562865 , 0.555812 , 0.603482 , 0.549077 , 0.49264 , 0.484757 , 0.496139 , 0.588256 , 0.42088 , 0.486251 , 0.512706 , 0.525803 , 0.537267 , 0.549755 , 0.543062 , 0.599513 , 0.605376 , 0.728996 , 0.693289 , 0.587827 , 0.581051 , 0.50286 , 0.551511 , 0.478631 , 0.561537 , 0.570222 , 0.559311 , 0.566115 , 0.500509 , 0.539729 , 0.400689 , 0.537433 , 0.556877 , 0.523784 , 0.539148 , 0.66487 , 0.593013 , 0.629619 , 0.699471 , 0.629412 , 0.462243 , 0.477635 , 0.496803 , 0.522968 , 0.489349 , 0.443643 , 0.411905 , 0.427587 , 0.567249 , 0.557098 , 0.5419 , 0.55779 , 0.545855 , 0.486182 , 0.497162 , 0.518266 , 0.548344 , 0.531957 , 0.543532 , 0.484315 , 0.669613 , 0.661855 , 0.619358 , 0.731389 , 0.658909 , 0.601822 , 0.398961 , 0.43836 , 0.502971 , 0.486998 
 1032 , 0.481648 , 0.453375 , 0.432496 , 0.46495 , 0.454413 , 0.477646 , 0.519958 , 0.480568 , 0.495646 , 0.503801 , 0.561938 , 0.556649 , 0.604209 , 0.548937 , 0.494566 , 0.485732 , 0.497072 , 0.589228 , 0.422568 , 0.488654 , 0.513133 , 0.525732 , 0.538442 , 0.549547 , 0.545074 , 0.600028 , 0.606438 , 0.730287 , 0.69397 , 0.589505 , 0.581142 , 0.504867 , 0.552939 , 0.480872 , 0.5636 , 0.57008 , 0.560152 , 0.56738 , 0.501627 , 0.540852 , 0.401398 , 0.537016 , 0.557342 , 0.524417 , 0.540353 , 0.665725 , 0.593686 , 0.630087 , 0.696933 , 0.630447 , 0.463676 , 0.478795 , 0.497155 , 0.524541 , 0.490163 , 0.445621 , 0.413596 , 0.428951 , 0.567449 , 0.557369 , 0.542928 , 0.559114 , 0.547207 , 0.487407 , 0.498318 , 0.518726 , 0.54956 , 0.533555 , 0.544908 , 0.485691 , 0.670502 , 0.663399 , 0.619868 , 0.732336 , 0.660076 , 0.601966 , 0.400734 , 0.441717 , 0.504078 , 0.488169 
 1033 , 0.481902 , 0.454318 , 0.433811 , 0.466431 , 0.455484 , 0.47828 , 0.520668 , 0.481263 , 0.496623 , 0.50492 , 0.561627 , 0.557936 , 0.605582 , 0.549181 , 0.496706 , 0.487701 , 0.499412 , 0.590056 , 0.424668 , 0.491836 , 0.514452 , 0.526454 , 0.539982 , 0.549888 , 0.547516 , 0.600795 , 0.607483 , 0.731066 , 0.694506 , 0.59093 , 0.582647 , 0.506696 , 0.555605 , 0.483705 , 0.565109 , 0.570132 , 0.560919 , 0.568758 , 0.503255 , 0.541966 , 0.402537 , 0.537359 , 0.558546 , 0.525039 , 0.541536 , 0.666423 , 0.594441 , 0.631001 , 0.695935 , 0.631084 , 0.465099 , 0.480098 , 0.49783 , 0.525968 , 0.491295 , 0.447603 , 0.41508 , 0.429982 , 0.567204 , 0.55795 , 0.54413 , 0.560364 , 0.548543 , 0.488409 , 0.499925 , 0.51996 , 0.550624 , 0.535916 , 0.546475 , 0.487479 , 0.670988 , 0.664564 , 0.620636 , 0.732412 , 0.6619 , 0.602044 , 0.402635 , 0.444911 , 0.504989 , 0.489311 
 1034 , 0.482614 , 0.455656 , 0.43481 , 0.46777 , 0.456853 , 0.479383 , 0.521686 , 0.481221 , 0.497778 , 0.506453 , 0.561998 , 0.559687 , 0.607573 , 0.550037 , 0.498864 , 0.490537 , 0.50279 , 0.590669 , 0.42718 , 0.495536 , 0.516757 , 0.527785 , 0.541947 , 0.550956 , 0.549939 , 0.601976 , 0.608395 , 0.731322 , 0.695187 , 0.591978 , 0.585419 , 0.508026 , 0.559157 , 0.487139 , 0.566008 , 0.570408 , 0.561817 , 0.570311 , 0.505186 , 0.543228 , 0.404107 , 0.538674 , 0.560313 , 0.525613 , 0.542476 , 0.666934 , 0.595166 , 0.632401 , 0.696496 , 0.631412 , 0.466545 , 0.481528 , 0.498878 , 0.527312 , 0.492639 , 0.449473 , 0.416346 , 0.430856 , 0.566746 , 0.558949 , 0.545567 , 0.561608 , 0.549758 , 0.489298 , 0.501955 , 0.522048 , 0.551791 , 0.538925 , 0.548157 , 0.48991 , 0.671111 , 0.665695 , 0.621874 , 0.731781 , 0.664288 , 0.602045 , 0.404678 , 0.447886 , 0.505896 , 0.490272 
 1035 , 0.483539 , 0.45723 , 0.435209 , 0.468569 , 0.458361 , 0.481291 , 0.522862 , 0.481528 , 0.49862 , 0.507948 , 0.562981 , 0.561152 , 0.608672 , 0.551293 , 0.500506 , 0.493216 , 0.50563 , 0.590882 , 0.428827 , 0.497866 , 0.51845 , 0.528602 , 0.544004 , 0.552243 , 0.552061 , 0.603743 , 0.608658 , 0.731934 , 0.696731 , 0.593018 , 0.588354 , 0.5088 , 0.562185 , 0.489921 , 0.56678 , 0.571095 , 0.56266 , 0.571583 , 0.506873 , 0.5448 , 0.405144 , 0.540415 , 0.56192 , 0.526898 , 0.543878 , 0.667643 , 0.595881 , 0.633557 , 0.697652 , 0.631727 , 0.467843 , 0.482952 , 0.500492 , 0.528434 , 0.494026 , 0.450709 , 0.416762 , 0.431299 , 0.566863 , 0.560384 , 0.547034 , 0.562213 , 0.550651 , 0.490284 , 0.503689 , 0.524692 , 0.552997 , 0.541337 , 0.550078 , 0.492141 , 0.671623 , 0.666303 , 0.622986 , 0.731571 , 0.666624 , 0.602039 , 0.406331 , 0.449494 , 0.507027 , 0.491345 
 1036 , 0.484484 , 0.458936 , 0.434914 , 0.468721 , 0.459818 , 0.483952 , 0.523974 , 0.482356 , 0.498819 , 0.509318 , 0.564319 , 0.562051 , 0.608373 , 0.5527 , 0.501254 , 0.495193 , 0.50747 , 0.590874 , 0.429343 , 0.498413 , 0.519117 , 0.528594 , 0.5457 , 0.553358 , 0.55368 , 0.605713 , 0.608079 , 0.732528 , 0.698735 , 0.593898 , 0.591028 , 0.50901 , 0.564151 , 0.491357 , 0.567203 , 0.572088 , 0.563479 , 0.5722 , 0.508282 , 0.54626 , 0.405307 , 0.542453 , 0.563143 , 0.528804 , 0.545826 , 0.66854 , 0.596516 , 0.634089 , 0.699351 , 0.632143 , 0.468833 , 0.484218 , 0.502514 , 0.529322 , 0.495389 , 0.451391 , 0.416254 , 0.43126 , 0.567748 , 0.562009 , 0.548514 , 0.562107 , 0.551076 , 0.491231 , 0.50481 , 0.527628 , 0.55417 , 0.542859 , 0.552168 , 0.493905 , 0.672655 , 0.665922 , 0.62366 , 0.731674 , 0.668624 , 0.602367 , 0.40742 , 0.449459 , 0.508422 , 0.492561 
 1037 , 0.484752 , 0.4602 , 0.434536 , 0.46882 , 0.46065 , 0.486173 , 0.524112 , 0.483852 , 0.498013 , 0.510472 , 0.564583 , 0.562038 , 0.606559 , 0.553024 , 0.500966 , 0.495426 , 0.507871 , 0.591794 , 0.429404 , 0.498238 , 0.518614 , 0.527755 , 0.545768 , 0.55301 , 0.554965 , 0.606067 , 0.607192 , 0.731628 , 0.698821 , 0.594325 , 0.592188 , 0.509389 , 0.564358 , 0.490658 , 0.566946 , 0.572416 , 0.564541 , 0.571657 , 0.509741 , 0.546007 , 0.404612 , 0.543884 , 0.563684 , 0.530103 , 0.547976 , 0.669361 , 0.597081 , 0.633376 , 0.700776 , 0.633165 , 0.469453 , 0.484935 , 0.503849 , 0.530356 , 0.496565 , 0.452676 , 0.415932 , 0.431316 , 0.56921 , 0.562643 , 0.549973 , 0.56208 , 0.55121 , 0.491769 , 0.504974 , 0.52947 , 0.555092 , 0.54356 , 0.554065 , 0.494947 , 0.6741 , 0.664158 , 0.623335 , 0.731094 , 0.669642 , 0.604112 , 0.408212 , 0.44902 , 0.509797 , 0.493949 
 1038 , 0.484813 , 0.461375 , 0.434012 , 0.469 , 0.461276 , 0.488103 , 0.524263 , 0.485223 , 0.497267 , 0.511499 , 0.564841 , 0.562032 , 0.604841 , 0.553306 , 0.500556 , 0.49529 , 0.507912 , 0.592868 , 0.429254 , 0.4981 , 0.517979 , 0.527058 , 0.545456 , 0.552628 , 0.556073 , 0.606239 , 0.606408 , 0.730517 , 0.698876 , 0.594774 , 0.593108 , 0.509621 , 0.564164 , 0.489614 , 0.566846 , 0.572833 , 0.565816 , 0.571266 , 0.511174 , 0.545696 , 0.403952 , 0.545258 , 0.564206 , 0.531492 , 0.549833 , 0.669917 , 0.597273 , 0.632557 , 0.701968 , 0.634026 , 0.46979 , 0.485576 , 0.504947 , 0.531322 , 0.497676 , 0.453652 , 0.415572 , 0.43157 , 0.570701 , 0.56326 , 0.551216 , 0.562286 , 0.551259 , 0.492353 , 0.505329 , 0.531322 , 0.556116 , 0.543987 , 0.555508 , 0.496052 , 0.67524 , 0.662476 , 0.622857 , 0.730263 , 0.670397 , 0.605928 , 0.408852 , 0.448724 , 0.511414 , 0.495092 
 1039 , 0.483998 , 0.461916 , 0.432921 , 0.469592 , 0.460926 , 0.488409 , 0.524473 , 0.485808 , 0.496962 , 0.511763 , 0.565075 , 0.562106 , 0.603994 , 0.553397 , 0.499662 , 0.493611 , 0.506349 , 0.594437 , 0.428199 , 0.498291 , 0.516994 , 0.527074 , 0.543544 , 0.552224 , 0.556225 , 0.605563 , 0.606313 , 0.728726 , 0.698713 , 0.5953 , 0.592826 , 0.509106 , 0.562176 , 0.487207 , 0.567464 , 0.573627 , 0.567803 , 0.571563 , 0.512173 , 0.545113 , 0.403544 , 0.54606 , 0.564636 , 0.53304 , 0.550089 , 0.669307 , 0.595893 , 0.631533 , 0.701908 , 0.634035 , 0.468773 , 0.485709 , 0.504865 , 0.531838 , 0.498277 , 0.453024 , 0.415179 , 0.432765 , 0.572087 , 0.563717 , 0.551305 , 0.563534 , 0.550966 , 0.492961 , 0.50649 , 0.532842 , 0.557398 , 0.54319 , 0.554712 , 0.497216 , 0.67492 , 0.661433 , 0.621835 , 0.7285 , 0.669873 , 0.607726 , 0.408662 , 0.449178 , 0.513757 , 0.494969 
 1040 , 0.483136 , 0.462496 , 0.431975 , 0.470636 , 0.46118 , 0.488742 , 0.525902 , 0.486434 , 0.496853 , 0.511561 , 0.564789 , 0.561674 , 0.604511 , 0.55403 , 0.499217 , 0.492295 , 0.50471 , 0.594063 , 0.426865 , 0.498991 , 0.51544 , 0.52736 , 0.543144 , 0.552076 , 0.556394 , 0.605459 , 0.606521 , 0.727967 , 0.69855 , 0.595564 , 0.59194 , 0.507527 , 0.560372 , 0.486675 , 0.569007 , 0.574485 , 0.56728 , 0.572758 , 0.511944 , 0.544772 , 0.403507 , 0.546159 , 0.565341 , 0.535443 , 0.549585 , 0.669587 , 0.594163 , 0.630728 , 0.702188 , 0.633772 , 0.468116 , 0.486293 , 0.505248 , 0.53213 , 0.499359 , 0.451327 , 0.414011 , 0.433632 , 0.572758 , 0.564987 , 0.550901 , 0.564364 , 0.551156 , 0.493824 , 0.507952 , 0.534721 , 0.558503 , 0.542592 , 0.553591 , 0.498679 , 0.67457 , 0.661872 , 0.621342 , 0.728972 , 0.669643 , 0.608517 , 0.40808 , 0.450067 , 0.516247 , 0.494829 
 1041 , 0.482224 , 0.4631 , 0.430977 , 0.471805 , 0.461498 , 0.489086 , 0.527532 , 0.487101 , 0.496769 , 0.5113 , 0.564461 , 0.561158 , 0.60519 , 0.554736 , 0.498768 , 0.490957 , 0.50295 , 0.593466 , 0.425434 , 0.499775 , 0.513738 , 0.527688 , 0.542871 , 0.551944 , 0.556565 , 0.605417 , 0.606764 , 0.727263 , 0.698372 , 0.595805 , 0.590943 , 0.505757 , 0.558493 , 0.486264 , 0.570713 , 0.575391 , 0.566475 , 0.574101 , 0.511569 , 0.544444 , 0.403489 , 0.546174 , 0.56612 , 0.538065 , 0.548995 , 0.669962 , 0.592304 , 0.629914 , 0.702497 , 0.633458 , 0.467467 , 0.486959 , 0.505686 , 0.532423 , 0.500554 , 0.449448 , 0.412703 , 0.434535 , 0.573421 , 0.566404 , 0.550427 , 0.565184 , 0.551405 , 0.49477 , 0.509542 , 0.536732 , 0.559656 , 0.541978 , 0.552383 , 0.500271 , 0.674201 , 0.662463 , 0.620855 , 0.729673 , 0.669409 , 0.609245 , 0.407444 , 0.45105 , 0.518899 , 0.494699 
 1042 , 0.481894 , 0.462263 , 0.430622 , 0.471512 , 0.461144 , 0.487758 , 0.526779 , 0.486384 , 0.495917 , 0.51059 , 0.56345 , 0.558577 , 0.606082 , 0.553337 , 0.498098 , 0.48909 , 0.501214 , 0.592386 , 0.423497 , 0.499288 , 0.511893 , 0.527091 , 0.541581 , 0.550957 , 0.554838 , 0.603618 , 0.60689 , 0.725143 , 0.695229 , 0.59359 , 0.587726 , 0.503452 , 0.557373 , 0.485775 , 0.5692 , 0.57301 , 0.563379 , 0.574653 , 0.509216 , 0.541906 , 0.403526 , 0.544626 , 0.565475 , 0.537204 , 0.546779 , 0.670188 , 0.591834 , 0.630614 , 0.70258 , 0.633574 , 0.467433 , 0.486243 , 0.505378 , 0.531751 , 0.499429 , 0.447873 , 0.41252 , 0.434191 , 0.574327 , 0.567047 , 0.54964 , 0.56505 , 0.550844 , 0.494203 , 0.509471 , 0.53634 , 0.559554 , 0.541779 , 0.550136 , 0.500095 , 0.674621 , 0.662964 , 0.620997 , 0.730384 , 0.669565 , 0.608929 , 0.405948 , 0.450918 , 0.519273 , 0.495478 
 1043 , 0.482263 , 0.461695 , 0.430332 , 0.470419 , 0.460858 , 0.486802 , 0.52479 , 0.4851 , 0.495072 , 0.510449 , 0.563827 , 0.555968 , 0.606325 , 0.551727 , 0.497299 , 0.487497 , 0.499626 , 0.591488 , 0.421452 , 0.497753 , 0.510562 , 0.52601 , 0.539542 , 0.549216 , 0.552834 , 0.602935 , 0.606538 , 0.723309 , 0.692386 , 0.592339 , 0.585218 , 0.502321 , 0.556919 , 0.485228 , 0.567912 , 0.571005 , 0.561174 , 0.573359 , 0.507101 , 0.540039 , 0.40294 , 0.542932 , 0.56455 , 0.535656 , 0.544975 , 0.669676 , 0.592084 , 0.631263 , 0.702117 , 0.633929 , 0.467128 , 0.484972 , 0.505456 , 0.531272 , 0.497271 , 0.446687 , 0.412997 , 0.433835 , 0.575672 , 0.567231 , 0.548919 , 0.565175 , 0.550507 , 0.493228 , 0.509711 , 0.535812 , 0.559657 , 0.541925 , 0.548167 , 0.499824 , 0.674839 , 0.663193 , 0.62139 , 0.730331 , 0.669718 , 0.608013 , 0.404671 , 0.450772 , 0.519045 , 0.496547 
 1044 , 0.483069 , 0.461367 , 0.430031 , 0.468881 , 0.460641 , 0.486186 , 0.522091 , 0.483525 , 0.494255 , 0.510692 , 0.565168 , 0.553399 , 0.606153 , 0.550083 , 0.496404 , 0.486058 , 0.498097 , 0.590698 , 0.419301 , 0.495578 , 0.509525 , 0.524638 , 0.537019 , 0.547009 , 0.550723 , 0.603036 , 0.605897 , 0.721694 , 0.689845 , 0.591837 , 0.583227 , 0.50194 , 0.556828 , 0.484649 , 0.566918 , 0.569423 , 0.559618 , 0.570946 , 0.505213 , 0.53867 , 0.401939 , 0.541217 , 0.563545 , 0.53386 , 0.543494 , 0.668669 , 0.59269 , 0.631797 , 0.701315 , 0.63443 , 0.466604 , 0.483411 , 0.505853 , 0.530957 , 0.494568 , 0.445699 , 0.413836 , 0.433546 , 0.577335 , 0.567189 , 0.548276 , 0.565524 , 0.550353 , 0.492063 , 0.510265 , 0.53534 , 0.559973 , 0.542284 , 0.546397 , 0.499634 , 0.674903 , 0.663262 , 0.621892 , 0.729791 , 0.669851 , 0.606779 , 0.403561 , 0.450708 , 0.518576 , 0.497798 
 1045 , 0.48443 , 0.460798 , 0.430304 , 0.468428 , 0.461125 , 0.486081 , 0.521487 , 0.483462 , 0.494922 , 0.511165 , 0.566089 , 0.552749 , 0.605808 , 0.549105 , 0.496175 , 0.48554 , 0.498566 , 0.590262 , 0.418772 , 0.493441 , 0.51024 , 0.523594 , 0.535495 , 0.546272 , 0.54939 , 0.605338 , 0.60484 , 0.722246 , 0.689616 , 0.592739 , 0.583115 , 0.502054 , 0.557334 , 0.485668 , 0.566786 , 0.569904 , 0.558657 , 0.569292 , 0.504133 , 0.538314 , 0.402287 , 0.540905 , 0.563597 , 0.532961 , 0.543382 , 0.669472 , 0.594205 , 0.632814 , 0.700849 , 0.636273 , 0.467062 , 0.482949 , 0.506553 , 0.53158 , 0.493982 , 0.446049 , 0.415697 , 0.434347 , 0.578246 , 0.567641 , 0.548877 , 0.565804 , 0.551084 , 0.491818 , 0.512091 , 0.534954 , 0.560992 , 0.543624 , 0.547069 , 0.500075 , 0.676733 , 0.664803 , 0.624343 , 0.729734 , 0.671209 , 0.607374 , 0.404479 , 0.451829 , 0.518227 , 0.49989 
 1046 , 0.485712 , 0.4595 , 0.430925 , 0.46884 , 0.461593 , 0.485499 , 0.52246 , 0.484459 , 0.496932 , 0.511312 , 0.566043 , 0.553613 , 0.605524 , 0.548231 , 0.496704 , 0.485613 , 0.500235 , 0.590048 , 0.419463 , 0.491806 , 0.51191 , 0.522959 , 0.534733 , 0.547192 , 0.548772 , 0.608144 , 0.604172 , 0.7235 , 0.69098 , 0.594276 , 0.58421 , 0.501901 , 0.558069 , 0.487165 , 0.566797 , 0.571467 , 0.558183 , 0.56973 , 0.50351 , 0.538692 , 0.403887 , 0.541795 , 0.564377 , 0.532441 , 0.543888 , 0.671389 , 0.59607 , 0.634114 , 0.700548 , 0.638585 , 0.468442 , 0.483335 , 0.506841 , 0.532341 , 0.495195 , 0.447128 , 0.417982 , 0.436022 , 0.578074 , 0.568406 , 0.550295 , 0.565786 , 0.552032 , 0.491906 , 0.51433 , 0.534264 , 0.562312 , 0.545455 , 0.549057 , 0.500904 , 0.67996 , 0.667274 , 0.627792 , 0.729793 , 0.672941 , 0.609369 , 0.406635 , 0.453506 , 0.517819 , 0.502456 
 1047 , 0.486081 , 0.457026 , 0.431556 , 0.469611 , 0.461126 , 0.483238 , 0.52405 , 0.485638 , 0.499794 , 0.510551 , 0.564476 , 0.555105 , 0.605601 , 0.54672 , 0.497966 , 0.485767 , 0.501851 , 0.589888 , 0.4206 , 0.491166 , 0.513251 , 0.522764 , 0.534149 , 0.549634 , 0.548591 , 0.609144 , 0.604787 , 0.723479 , 0.69271 , 0.595302 , 0.585331 , 0.50058 , 0.558562 , 0.487609 , 0.56599 , 0.572575 , 0.55789 , 0.573504 , 0.502837 , 0.53932 , 0.406344 , 0.543277 , 0.565333 , 0.531564 , 0.543891 , 0.673325 , 0.597473 , 0.635399 , 0.700123 , 0.640185 , 0.470396 , 0.484081 , 0.505851 , 0.532221 , 0.497423 , 0.448069 , 0.419857 , 0.438113 , 0.576675 , 0.569161 , 0.551705 , 0.565233 , 0.552291 , 0.491523 , 0.515779 , 0.532778 , 0.56339 , 0.547077 , 0.550619 , 0.501694 , 0.68381 , 0.669783 , 0.630828 , 0.72945 , 0.673854 , 0.611887 , 0.408701 , 0.454869 , 0.517122 , 0.504908 
