MAT_00009_MAT_REF.spu,MAT_00008_MAT_REF.spu,MAT_00007_MAT_REF.spu,MAT_00006_MAT_REF.spu,MAT_00005_MAT_REF.spu,
Wavelength,MAT_00010_B2_P.spu,MAT_00011_B2_P.spu,MAT_00012_B2_P.spu,MAT_00013_B2_P.spu,MAT_00014_B2_P.spu,MAT_00015_B2_CT2.spu,MAT_00016_B2_CT2.spu,MAT_00017_B2_CT2.spu,MAT_00018_B2_CT2.spu,MAT_00019_B2_CT2.spu,MAT_00020_B2_CT1.spu,MAT_00021_B2_CT1.spu,MAT_00022_B2_CT1.spu,MAT_00023_B2_CT1.spu,MAT_00024_B2_CT1.spu,MAT_00025_B2_N.spu,MAT_00026_B2_N.spu,MAT_00027_B2_N.spu,MAT_00028_B2_N.spu,MAT_00029_B2_N.spu,MAT_00030_B2_NP.spu,MAT_00031_B2_NP.spu,MAT_00032_B2_NP.spu,MAT_00033_B2_NP.spu,MAT_00034_B2_NP.spu,MAT_00035_B4_N.spu,MAT_00036_B4_N.spu,MAT_00037_B4_N.spu,MAT_00038_B4_N.spu,MAT_00039_B4_N.spu,MAT_00040_B4_P.spu,MAT_00041_B4_P.spu,MAT_00042_B4_P.spu,MAT_00043_B4_P.spu,MAT_00044_B4_P.spu,MAT_00045_B4_CT2.spu,MAT_00046_B4_CT2.spu,MAT_00047_B4_CT2.spu,MAT_00048_B4_CT2.spu,MAT_00049_B4_CT2.spu,MAT_00055_B4_CT1.spu,MAT_00056_B4_CT1.spu,MAT_00057_B4_CT1.spu,MAT_00058_B4_CT1.spu,MAT_00059_B4_CT1.spu,MAT_00060_B4_NP.spu,MAT_00061_B4_NP.spu,MAT_00062_B4_NP.spu,MAT_00063_B4_NP.spu,MAT_00064_B4_NP.spu,MAT_00065_B3_N.spu,MAT_00066_B3_N.spu,MAT_00067_B3_N.spu,MAT_00068_B3_N.spu,MAT_00069_B3_N.spu,MAT_00070_B3_CT2.spu,MAT_00071_B3_CT2.spu,MAT_00072_B3_CT2.spu,MAT_00073_B3_CT2.spu,MAT_00074_B3_CT2.spu,MAT_00075_B3_CT1.spu,MAT_00076_B3_CT1.spu,MAT_00077_B3_CT1.spu,MAT_00078_B3_CT1.spu,MAT_00079_B3_CT1.spu,MAT_00080_B3_NP.spu,MAT_00081_B3_NP.spu,MAT_00082_B3_NP.spu,MAT_00083_B3_NP.spu,MAT_00084_B3_NP.spu,MAT_00085_B3_P.spu,MAT_00086_B3_P.spu,MAT_00087_B3_P.spu,MAT_00088_B3_P.spu,MAT_00089_B3_P.spu,MAT_00090_B1_CT2.spu,MAT_00091_B1_CT2.spu,MAT_00092_B1_CT2.spu,MAT_00093_B1_CT2.spu,MAT_00094_B1_CT2.spu,MAT_00100_B1_NP.spu,MAT_00101_B1_NP.spu,MAT_00102_B1_NP.spu,MAT_00103_B1_NP.spu,MAT_00104_B1_NP.spu,MAT_00105_B1_N.spu,MAT_00106_B1_N.spu,MAT_00107_B1_N.spu,MAT_00108_B1_N.spu,MAT_00109_B1_N.spu,MAT_00110_B1_P.spu,MAT_00111_B1_P.spu,MAT_00112_B1_P.spu,MAT_00113_B1_P.spu,MAT_00114_B1_P.spu
 1007 , 0.316877 , 0.547353 , 0.314158 , 0.349894 , 0.287517 , 0.337103 , 0.355689 , 0.43597 , 0.284971 , 0.417048 , 0.467612 , 0.376872 , 0.307946 , 0.357664 , 0.518736 , 0.333202 , 0.467612 , 0.4775 , 0.363653 , 0.461318 , 0.171714 , 0.272465 , 0.562517 , 0.404572 , 0.376485 , 0.371484 , 0.405835 , 0.484476 , 0.302721 , 0.371097 , 0.419879 , 0.352684 , 0.299269 , 0.300868 , 0.378104 , 0.511668 , 0.367798 , 0.278982 , 0.314627 , 0.371586 , 0.349833 , 0.202459 , 0.294493 , 0.315411 , 0.546243 , 0.206166 , 0.45256 , 0.168781 , 0.487348 , 0.251842 , 0.172386 , 0.302019 , 0.295542 , 0.421172 , 0.290297 , 0.415887 , 0.467082 , 0.462316 , 0.323466 , 0.46089 , 0.488377 , 0.390467 , 0.395997 , 0.378929 , 0.389082 , 0.244132 , 0.414542 , 0.355047 , 0.270937 , 0.324729 , 0.483876 , 0.371729 , 0.324627 , 0.214151 , 0.468599 , 0.5101 , 0.398004 , 0.47806 , 0.416976 , 0.356269 , 0.287557 , 0.237981 , 0.312743 , 0.321195 , 0.327795 , 0.547933 , 0.498052 , 0.428871 , 0.339669 , 0.348682 , 0.303057 , 0.371016 , 0.34857 , 0.468905 , 0.325707 
 1008 , 0.316838 , 0.547776 , 0.314364 , 0.349628 , 0.287377 , 0.337779 , 0.355523 , 0.437239 , 0.286165 , 0.416919 , 0.467729 , 0.377319 , 0.308002 , 0.357905 , 0.518905 , 0.333238 , 0.467596 , 0.477817 , 0.363911 , 0.461702 , 0.171669 , 0.272768 , 0.563188 , 0.405233 , 0.376687 , 0.371913 , 0.406729 , 0.484648 , 0.302148 , 0.371363 , 0.420136 , 0.352479 , 0.299155 , 0.300835 , 0.378662 , 0.512898 , 0.368482 , 0.279507 , 0.315067 , 0.372055 , 0.350087 , 0.202698 , 0.295287 , 0.315362 , 0.546635 , 0.206454 , 0.452448 , 0.168961 , 0.487377 , 0.252459 , 0.171852 , 0.302199 , 0.296376 , 0.421592 , 0.290797 , 0.416461 , 0.467474 , 0.46272 , 0.323659 , 0.461376 , 0.488965 , 0.391011 , 0.396539 , 0.378988 , 0.388496 , 0.244294 , 0.414741 , 0.355319 , 0.271017 , 0.32484 , 0.484526 , 0.372391 , 0.325003 , 0.214436 , 0.468584 , 0.510211 , 0.398005 , 0.478764 , 0.417042 , 0.357416 , 0.28755 , 0.237992 , 0.312786 , 0.321104 , 0.328087 , 0.547552 , 0.49829 , 0.429197 , 0.339967 , 0.348427 , 0.303105 , 0.371343 , 0.348519 , 0.469256 , 0.325725 
 1009 , 0.316635 , 0.547904 , 0.314379 , 0.350268 , 0.287506 , 0.338102 , 0.356325 , 0.437586 , 0.286317 , 0.416963 , 0.467976 , 0.377202 , 0.308128 , 0.358226 , 0.519161 , 0.333213 , 0.467681 , 0.47819 , 0.363928 , 0.46207 , 0.171556 , 0.272768 , 0.563587 , 0.405712 , 0.376968 , 0.371896 , 0.407389 , 0.484482 , 0.302091 , 0.371307 , 0.420754 , 0.3523 , 0.299042 , 0.300871 , 0.378432 , 0.513601 , 0.368898 , 0.279934 , 0.315568 , 0.372821 , 0.349922 , 0.202383 , 0.295932 , 0.315294 , 0.546929 , 0.206987 , 0.452709 , 0.169351 , 0.487043 , 0.252644 , 0.171902 , 0.302467 , 0.297131 , 0.422289 , 0.291104 , 0.416811 , 0.467752 , 0.462711 , 0.32377 , 0.461847 , 0.48936 , 0.390984 , 0.396849 , 0.37893 , 0.388626 , 0.244574 , 0.41492 , 0.355726 , 0.271274 , 0.32498 , 0.485203 , 0.372567 , 0.325346 , 0.21521 , 0.468535 , 0.510532 , 0.398272 , 0.479451 , 0.417095 , 0.358043 , 0.287587 , 0.237703 , 0.312824 , 0.321372 , 0.328161 , 0.547508 , 0.498295 , 0.429495 , 0.339972 , 0.348509 , 0.303412 , 0.371683 , 0.34857 , 0.469703 , 0.325844 
 1010 , 0.316398 , 0.547902 , 0.314285 , 0.35111 , 0.287802 , 0.338199 , 0.357246 , 0.437519 , 0.285984 , 0.417252 , 0.468259 , 0.377177 , 0.308536 , 0.358597 , 0.519742 , 0.333211 , 0.46832 , 0.478651 , 0.364621 , 0.46258 , 0.171578 , 0.272727 , 0.564237 , 0.406159 , 0.37738 , 0.371905 , 0.407764 , 0.484553 , 0.302532 , 0.371315 , 0.421671 , 0.35238 , 0.299058 , 0.301049 , 0.378305 , 0.514003 , 0.369284 , 0.280295 , 0.316195 , 0.373581 , 0.349739 , 0.202135 , 0.296488 , 0.315088 , 0.547363 , 0.207539 , 0.453356 , 0.169739 , 0.487072 , 0.252796 , 0.172116 , 0.302705 , 0.297534 , 0.422362 , 0.291144 , 0.417324 , 0.467842 , 0.462499 , 0.323601 , 0.462407 , 0.489317 , 0.390922 , 0.397088 , 0.37866 , 0.389113 , 0.244821 , 0.415312 , 0.356261 , 0.27163 , 0.325114 , 0.485813 , 0.372474 , 0.32549 , 0.216042 , 0.46838 , 0.511138 , 0.398693 , 0.480164 , 0.417324 , 0.358353 , 0.287822 , 0.237416 , 0.312914 , 0.321853 , 0.328243 , 0.548054 , 0.49845 , 0.429636 , 0.340037 , 0.348906 , 0.303741 , 0.371976 , 0.348733 , 0.469945 , 0.325897 
 1011 , 0.316165 , 0.547856 , 0.314132 , 0.351922 , 0.288193 , 0.338211 , 0.358071 , 0.437321 , 0.2855 , 0.417704 , 0.468555 , 0.377353 , 0.309152 , 0.358996 , 0.520555 , 0.33323 , 0.469389 , 0.479177 , 0.365898 , 0.463209 , 0.171743 , 0.272703 , 0.565155 , 0.406605 , 0.377881 , 0.372027 , 0.407967 , 0.484889 , 0.303246 , 0.371447 , 0.422776 , 0.352654 , 0.29917 , 0.301346 , 0.37842 , 0.514284 , 0.369719 , 0.280641 , 0.316907 , 0.374293 , 0.349635 , 0.202052 , 0.296995 , 0.314782 , 0.547947 , 0.208069 , 0.454234 , 0.170096 , 0.487471 , 0.253005 , 0.172353 , 0.302901 , 0.297686 , 0.421892 , 0.291009 , 0.417999 , 0.467803 , 0.462193 , 0.323249 , 0.463046 , 0.488985 , 0.390952 , 0.397305 , 0.378237 , 0.389712 , 0.245006 , 0.415865 , 0.356882 , 0.272042 , 0.325231 , 0.486373 , 0.372281 , 0.325485 , 0.216831 , 0.468169 , 0.511926 , 0.399175 , 0.480925 , 0.417694 , 0.358539 , 0.288203 , 0.23719 , 0.313044 , 0.322426 , 0.328372 , 0.549014 , 0.498773 , 0.429667 , 0.340213 , 0.349513 , 0.304029 , 0.37222 , 0.348964 , 0.469988 , 0.325882 
 1012 , 0.316424 , 0.548091 , 0.314075 , 0.352406 , 0.288436 , 0.338097 , 0.358214 , 0.437043 , 0.285446 , 0.418289 , 0.468855 , 0.377578 , 0.309671 , 0.359139 , 0.521333 , 0.333398 , 0.470472 , 0.479717 , 0.366929 , 0.463658 , 0.171703 , 0.272459 , 0.565848 , 0.406939 , 0.378361 , 0.372137 , 0.407986 , 0.485147 , 0.303885 , 0.371689 , 0.423648 , 0.352752 , 0.299135 , 0.301566 , 0.378412 , 0.514316 , 0.370092 , 0.280758 , 0.317197 , 0.374496 , 0.349681 , 0.202041 , 0.297335 , 0.314482 , 0.548558 , 0.208539 , 0.45479 , 0.170177 , 0.487985 , 0.253258 , 0.17211 , 0.302878 , 0.297721 , 0.421604 , 0.290602 , 0.418268 , 0.467787 , 0.461888 , 0.322903 , 0.463536 , 0.488788 , 0.39088 , 0.397308 , 0.377527 , 0.389985 , 0.24503 , 0.416438 , 0.357207 , 0.272438 , 0.3251 , 0.486826 , 0.372228 , 0.325333 , 0.217245 , 0.46798 , 0.512637 , 0.399647 , 0.481588 , 0.418177 , 0.35857 , 0.288334 , 0.237097 , 0.313007 , 0.322923 , 0.328435 , 0.549982 , 0.49906 , 0.4297 , 0.340395 , 0.350047 , 0.304068 , 0.372248 , 0.349244 , 0.470014 , 0.325872 
 1013 , 0.317283 , 0.548855 , 0.314239 , 0.352565 , 0.288536 , 0.337978 , 0.357655 , 0.436841 , 0.285971 , 0.419057 , 0.469333 , 0.377739 , 0.310035 , 0.358998 , 0.522195 , 0.333713 , 0.471542 , 0.480317 , 0.367478 , 0.464091 , 0.171473 , 0.272025 , 0.566384 , 0.407351 , 0.378747 , 0.372211 , 0.407972 , 0.485376 , 0.304396 , 0.372079 , 0.424208 , 0.352646 , 0.29895 , 0.301668 , 0.378207 , 0.514286 , 0.37045 , 0.280769 , 0.316998 , 0.374318 , 0.349888 , 0.202011 , 0.297515 , 0.314402 , 0.549323 , 0.209004 , 0.455103 , 0.170017 , 0.488593 , 0.253519 , 0.171442 , 0.302686 , 0.297627 , 0.421795 , 0.289982 , 0.418049 , 0.467929 , 0.46179 , 0.322739 , 0.463959 , 0.488868 , 0.390768 , 0.397039 , 0.376782 , 0.389903 , 0.24504 , 0.417093 , 0.357268 , 0.272809 , 0.324755 , 0.487107 , 0.372425 , 0.325233 , 0.217341 , 0.468071 , 0.513268 , 0.400093 , 0.481997 , 0.418731 , 0.358459 , 0.2882 , 0.237191 , 0.312906 , 0.32333 , 0.32847 , 0.55081 , 0.499241 , 0.429847 , 0.340604 , 0.350478 , 0.303897 , 0.37212 , 0.349633 , 0.470158 , 0.325997 
 1014 , 0.318335 , 0.550238 , 0.314685 , 0.352839 , 0.288614 , 0.338136 , 0.357183 , 0.437101 , 0.286839 , 0.420002 , 0.470249 , 0.377657 , 0.310331 , 0.358875 , 0.523462 , 0.333997 , 0.472614 , 0.481087 , 0.367501 , 0.465059 , 0.171327 , 0.271759 , 0.567102 , 0.408307 , 0.378972 , 0.372253 , 0.408409 , 0.485757 , 0.304856 , 0.372518 , 0.42458 , 0.352513 , 0.298861 , 0.301695 , 0.37781 , 0.514796 , 0.370948 , 0.281129 , 0.316653 , 0.374527 , 0.350086 , 0.201762 , 0.29779 , 0.314909 , 0.550401 , 0.209603 , 0.455648 , 0.16995 , 0.489081 , 0.253732 , 0.170919 , 0.302684 , 0.297566 , 0.422673 , 0.289531 , 0.417626 , 0.468495 , 0.462275 , 0.323026 , 0.46463 , 0.489285 , 0.390851 , 0.396673 , 0.376739 , 0.389872 , 0.245443 , 0.417911 , 0.357448 , 0.273238 , 0.324555 , 0.487276 , 0.372885 , 0.325707 , 0.217617 , 0.468831 , 0.513929 , 0.400486 , 0.482005 , 0.419155 , 0.358468 , 0.288114 , 0.237418 , 0.313064 , 0.323699 , 0.328623 , 0.551288 , 0.499155 , 0.43029 , 0.340818 , 0.350882 , 0.303867 , 0.372171 , 0.350158 , 0.470636 , 0.326472 
 1015 , 0.319357 , 0.55154 , 0.31516 , 0.353089 , 0.288822 , 0.338455 , 0.356827 , 0.437711 , 0.287504 , 0.420911 , 0.471402 , 0.37764 , 0.310636 , 0.358696 , 0.524742 , 0.334278 , 0.47374 , 0.48191 , 0.36755 , 0.465989 , 0.171275 , 0.271613 , 0.56789 , 0.40936 , 0.379193 , 0.372319 , 0.408972 , 0.486322 , 0.305213 , 0.373024 , 0.424884 , 0.352497 , 0.298881 , 0.30174 , 0.37761 , 0.515479 , 0.371502 , 0.281489 , 0.316263 , 0.374781 , 0.350352 , 0.201545 , 0.298064 , 0.315435 , 0.551427 , 0.210042 , 0.456154 , 0.169804 , 0.489723 , 0.254007 , 0.170417 , 0.302782 , 0.297666 , 0.423444 , 0.289199 , 0.417275 , 0.469165 , 0.462864 , 0.32336 , 0.465346 , 0.489774 , 0.390957 , 0.39635 , 0.376864 , 0.389844 , 0.245878 , 0.418603 , 0.357603 , 0.273635 , 0.324412 , 0.487456 , 0.373259 , 0.3262 , 0.217752 , 0.469666 , 0.514591 , 0.400721 , 0.481931 , 0.419532 , 0.358512 , 0.288045 , 0.237667 , 0.31327 , 0.323983 , 0.328804 , 0.551754 , 0.499139 , 0.430827 , 0.341018 , 0.351241 , 0.303773 , 0.372279 , 0.350577 , 0.471157 , 0.327006 
 1016 , 0.320053 , 0.552332 , 0.315697 , 0.353204 , 0.289541 , 0.339328 , 0.356987 , 0.4397 , 0.287261 , 0.421519 , 0.473372 , 0.37799 , 0.310963 , 0.358357 , 0.525941 , 0.334502 , 0.474967 , 0.482851 , 0.367663 , 0.466675 , 0.171632 , 0.272025 , 0.568856 , 0.41067 , 0.379391 , 0.37252 , 0.410036 , 0.487565 , 0.305124 , 0.373696 , 0.424822 , 0.352928 , 0.299388 , 0.301832 , 0.378215 , 0.516769 , 0.372233 , 0.2818 , 0.315708 , 0.375148 , 0.350883 , 0.20149 , 0.298294 , 0.316014 , 0.552138 , 0.209783 , 0.456408 , 0.169332 , 0.490898 , 0.25454 , 0.170099 , 0.303212 , 0.298396 , 0.423646 , 0.289428 , 0.417286 , 0.470202 , 0.463781 , 0.323837 , 0.466194 , 0.4905 , 0.391191 , 0.396324 , 0.377663 , 0.389811 , 0.24638 , 0.418738 , 0.357713 , 0.273865 , 0.324522 , 0.487626 , 0.373246 , 0.326659 , 0.217237 , 0.470683 , 0.515163 , 0.400322 , 0.481593 , 0.419628 , 0.358726 , 0.28812 , 0.237964 , 0.313642 , 0.323898 , 0.329093 , 0.552107 , 0.499426 , 0.431632 , 0.341169 , 0.351353 , 0.303488 , 0.372591 , 0.350535 , 0.471797 , 0.327712 
 1017 , 0.320563 , 0.552922 , 0.315954 , 0.353358 , 0.290318 , 0.340002 , 0.357301 , 0.44109 , 0.286396 , 0.421405 , 0.47453 , 0.378604 , 0.310802 , 0.358141 , 0.525843 , 0.334666 , 0.475739 , 0.483461 , 0.36783 , 0.467033 , 0.171768 , 0.272241 , 0.56891 , 0.410999 , 0.379424 , 0.372643 , 0.410344 , 0.488644 , 0.304975 , 0.373883 , 0.424929 , 0.353122 , 0.299526 , 0.302312 , 0.378676 , 0.517762 , 0.372736 , 0.282176 , 0.315165 , 0.375491 , 0.351289 , 0.201439 , 0.298051 , 0.315944 , 0.551826 , 0.209417 , 0.456207 , 0.168798 , 0.491481 , 0.254758 , 0.169474 , 0.303275 , 0.299526 , 0.423433 , 0.289612 , 0.417329 , 0.471079 , 0.464544 , 0.324281 , 0.46649 , 0.491051 , 0.391161 , 0.396671 , 0.377938 , 0.390034 , 0.246462 , 0.418578 , 0.357465 , 0.27429 , 0.325018 , 0.488255 , 0.372869 , 0.326821 , 0.216361 , 0.470792 , 0.515826 , 0.400153 , 0.482396 , 0.419787 , 0.358991 , 0.287645 , 0.238371 , 0.313588 , 0.323933 , 0.329443 , 0.553117 , 0.499787 , 0.4322 , 0.341364 , 0.351617 , 0.303049 , 0.372869 , 0.350347 , 0.472154 , 0.327958 
 1018 , 0.321092 , 0.553542 , 0.316219 , 0.353512 , 0.291145 , 0.340719 , 0.357627 , 0.442545 , 0.285461 , 0.421277 , 0.475724 , 0.379264 , 0.310617 , 0.357914 , 0.525719 , 0.33483 , 0.476534 , 0.484096 , 0.367999 , 0.467403 , 0.171919 , 0.272472 , 0.568942 , 0.411335 , 0.379449 , 0.37278 , 0.410658 , 0.489769 , 0.304821 , 0.374073 , 0.425042 , 0.353318 , 0.29967 , 0.30282 , 0.379161 , 0.518793 , 0.373262 , 0.282558 , 0.314588 , 0.375847 , 0.351707 , 0.201394 , 0.297793 , 0.31585 , 0.55148 , 0.209038 , 0.455995 , 0.168236 , 0.492078 , 0.25498 , 0.16882 , 0.303333 , 0.300727 , 0.423205 , 0.289801 , 0.417388 , 0.47201 , 0.465352 , 0.324755 , 0.466778 , 0.491616 , 0.391114 , 0.397033 , 0.378207 , 0.390272 , 0.246547 , 0.418414 , 0.357206 , 0.27474 , 0.325555 , 0.488938 , 0.372452 , 0.326992 , 0.21543 , 0.470892 , 0.516536 , 0.399988 , 0.483275 , 0.419963 , 0.359268 , 0.287123 , 0.238801 , 0.313521 , 0.323965 , 0.329813 , 0.554199 , 0.500162 , 0.432788 , 0.34157 , 0.351891 , 0.302584 , 0.373159 , 0.350147 , 0.472513 , 0.328212 
 1019 , 0.320673 , 0.553804 , 0.316321 , 0.353878 , 0.291236 , 0.34074 , 0.35823 , 0.442047 , 0.284759 , 0.420842 , 0.475437 , 0.379467 , 0.310091 , 0.357994 , 0.525198 , 0.334715 , 0.476443 , 0.483843 , 0.368361 , 0.468016 , 0.171545 , 0.273078 , 0.568666 , 0.411214 , 0.378738 , 0.372395 , 0.410577 , 0.490412 , 0.304415 , 0.37375 , 0.425717 , 0.352965 , 0.299037 , 0.302978 , 0.379302 , 0.519521 , 0.373072 , 0.282942 , 0.314392 , 0.375843 , 0.351702 , 0.200696 , 0.297343 , 0.315675 , 0.551094 , 0.208732 , 0.45575 , 0.167922 , 0.492157 , 0.254603 , 0.169226 , 0.303019 , 0.300525 , 0.423264 , 0.290035 , 0.416993 , 0.472573 , 0.465963 , 0.325036 , 0.466517 , 0.49189 , 0.391045 , 0.397275 , 0.378697 , 0.390162 , 0.246515 , 0.418245 , 0.356834 , 0.274926 , 0.326072 , 0.489971 , 0.37221 , 0.326996 , 0.214778 , 0.47091 , 0.516996 , 0.400026 , 0.484141 , 0.419805 , 0.359236 , 0.286822 , 0.238745 , 0.31316 , 0.323229 , 0.330004 , 0.554974 , 0.500173 , 0.43244 , 0.341489 , 0.35161 , 0.302188 , 0.373041 , 0.34968 , 0.472963 , 0.327386 
 1020 , 0.319955 , 0.554068 , 0.316223 , 0.354141 , 0.291084 , 0.34057 , 0.358511 , 0.441433 , 0.284164 , 0.421157 , 0.475496 , 0.379712 , 0.309971 , 0.358233 , 0.5253 , 0.334616 , 0.476329 , 0.483474 , 0.368577 , 0.468658 , 0.17122 , 0.274037 , 0.568689 , 0.411482 , 0.378324 , 0.371826 , 0.410814 , 0.490815 , 0.303823 , 0.373748 , 0.426195 , 0.352928 , 0.298497 , 0.302836 , 0.379578 , 0.520375 , 0.372905 , 0.282838 , 0.314053 , 0.375527 , 0.351725 , 0.199988 , 0.297428 , 0.315544 , 0.551158 , 0.208265 , 0.456084 , 0.167591 , 0.492512 , 0.254265 , 0.169894 , 0.302784 , 0.299793 , 0.42345 , 0.290169 , 0.416458 , 0.472452 , 0.466407 , 0.325055 , 0.466396 , 0.491854 , 0.390806 , 0.397201 , 0.379023 , 0.389551 , 0.246544 , 0.417918 , 0.356229 , 0.274582 , 0.326288 , 0.490898 , 0.372073 , 0.326658 , 0.214023 , 0.471239 , 0.517106 , 0.399967 , 0.484636 , 0.419574 , 0.35885 , 0.286838 , 0.238545 , 0.313097 , 0.322299 , 0.330113 , 0.555076 , 0.500408 , 0.43186 , 0.341145 , 0.351036 , 0.301849 , 0.372813 , 0.349103 , 0.473388 , 0.326576 
 1021 , 0.319099 , 0.554344 , 0.316038 , 0.354357 , 0.290849 , 0.34032 , 0.358634 , 0.440828 , 0.283593 , 0.421875 , 0.475788 , 0.38001 , 0.31007 , 0.358542 , 0.525713 , 0.334538 , 0.476252 , 0.483075 , 0.368724 , 0.469336 , 0.170923 , 0.275193 , 0.568886 , 0.41197 , 0.378062 , 0.371188 , 0.411208 , 0.491134 , 0.303134 , 0.373929 , 0.426564 , 0.353059 , 0.298012 , 0.302557 , 0.379938 , 0.521343 , 0.372765 , 0.28249 , 0.313626 , 0.375063 , 0.351791 , 0.199276 , 0.297785 , 0.31544 , 0.551438 , 0.207686 , 0.4567 , 0.167212 , 0.493031 , 0.253962 , 0.170675 , 0.302598 , 0.298857 , 0.423689 , 0.290261 , 0.415866 , 0.472016 , 0.46678 , 0.324942 , 0.466358 , 0.49167 , 0.390492 , 0.396974 , 0.379258 , 0.388688 , 0.246593 , 0.417495 , 0.355491 , 0.273977 , 0.326354 , 0.491784 , 0.371961 , 0.326148 , 0.2132 , 0.471727 , 0.517065 , 0.39986 , 0.484971 , 0.419319 , 0.358294 , 0.287004 , 0.238275 , 0.313183 , 0.321273 , 0.330199 , 0.554849 , 0.500771 , 0.431202 , 0.34068 , 0.350327 , 0.301526 , 0.372558 , 0.348482 , 0.473799 , 0.325788 
 1022 , 0.318689 , 0.554656 , 0.315541 , 0.354332 , 0.290582 , 0.34048 , 0.35809 , 0.440575 , 0.283893 , 0.42248 , 0.476145 , 0.380592 , 0.310225 , 0.35939 , 0.526332 , 0.334916 , 0.476486 , 0.482772 , 0.368969 , 0.470189 , 0.170596 , 0.275883 , 0.569417 , 0.412312 , 0.378228 , 0.370941 , 0.411239 , 0.491577 , 0.302783 , 0.373986 , 0.426361 , 0.353032 , 0.297653 , 0.30238 , 0.380004 , 0.522162 , 0.372634 , 0.282159 , 0.313312 , 0.374667 , 0.351865 , 0.198827 , 0.298561 , 0.31549 , 0.551694 , 0.207354 , 0.457493 , 0.167406 , 0.493497 , 0.253886 , 0.170926 , 0.302504 , 0.298035 , 0.423811 , 0.29021 , 0.415492 , 0.470994 , 0.466731 , 0.325069 , 0.466071 , 0.491567 , 0.390388 , 0.396963 , 0.378837 , 0.388045 , 0.246217 , 0.417164 , 0.354983 , 0.273292 , 0.326596 , 0.492196 , 0.371859 , 0.325956 , 0.212959 , 0.471862 , 0.516836 , 0.39975 , 0.485693 , 0.419321 , 0.357914 , 0.287217 , 0.238238 , 0.313208 , 0.32096 , 0.330209 , 0.554512 , 0.501352 , 0.430686 , 0.340273 , 0.349987 , 0.301792 , 0.3722 , 0.348221 , 0.473606 , 0.325399 
 1023 , 0.318684 , 0.55461 , 0.314943 , 0.354085 , 0.290423 , 0.340921 , 0.357319 , 0.440553 , 0.284853 , 0.422645 , 0.476388 , 0.381147 , 0.3102 , 0.360523 , 0.526772 , 0.335485 , 0.47677 , 0.482577 , 0.369368 , 0.470953 , 0.170166 , 0.27608 , 0.570068 , 0.412436 , 0.378533 , 0.371062 , 0.410948 , 0.492084 , 0.302657 , 0.373646 , 0.425683 , 0.35269 , 0.297398 , 0.302202 , 0.379814 , 0.522814 , 0.372385 , 0.282053 , 0.313032 , 0.374462 , 0.351843 , 0.198499 , 0.299402 , 0.315532 , 0.55183 , 0.207251 , 0.45814 , 0.167934 , 0.493861 , 0.254009 , 0.170827 , 0.302285 , 0.297284 , 0.423937 , 0.290216 , 0.415267 , 0.469981 , 0.466375 , 0.325493 , 0.4656 , 0.491546 , 0.390354 , 0.39705 , 0.378171 , 0.387802 , 0.245546 , 0.416972 , 0.354891 , 0.272753 , 0.326857 , 0.492053 , 0.371755 , 0.326062 , 0.213172 , 0.471821 , 0.516532 , 0.39952 , 0.48637 , 0.419628 , 0.357722 , 0.287426 , 0.238199 , 0.312918 , 0.320936 , 0.329905 , 0.554269 , 0.501714 , 0.430385 , 0.339949 , 0.34989 , 0.302347 , 0.371682 , 0.348133 , 0.473071 , 0.325152 
 1024 , 0.318926 , 0.553941 , 0.314488 , 0.353727 , 0.290455 , 0.341437 , 0.356841 , 0.440587 , 0.286017 , 0.422182 , 0.476392 , 0.38137 , 0.309812 , 0.361611 , 0.526722 , 0.335913 , 0.476806 , 0.482423 , 0.369918 , 0.471406 , 0.169591 , 0.275962 , 0.570576 , 0.412344 , 0.378649 , 0.371397 , 0.410523 , 0.492572 , 0.30257 , 0.372763 , 0.424852 , 0.35201 , 0.297149 , 0.301918 , 0.379487 , 0.523349 , 0.371946 , 0.282314 , 0.312646 , 0.374522 , 0.351638 , 0.198103 , 0.299942 , 0.315408 , 0.551799 , 0.207248 , 0.458401 , 0.168432 , 0.494103 , 0.254226 , 0.170657 , 0.301773 , 0.296528 , 0.42421 , 0.290424 , 0.415075 , 0.469543 , 0.465964 , 0.326188 , 0.465064 , 0.491589 , 0.390205 , 0.397116 , 0.377729 , 0.387981 , 0.244822 , 0.416906 , 0.355279 , 0.272506 , 0.326974 , 0.491444 , 0.371604 , 0.326343 , 0.213548 , 0.47183 , 0.516273 , 0.399092 , 0.486603 , 0.420165 , 0.357628 , 0.287569 , 0.237911 , 0.312181 , 0.320643 , 0.329126 , 0.554292 , 0.50149 , 0.430293 , 0.33973 , 0.349848 , 0.302777 , 0.370952 , 0.347944 , 0.472554 , 0.324729 
